Wall time,Step,Value,,Metrics,Value,Rounded
1761163845,3127552,274.303772,,,,
1761163936,3174800,41.10312271,,,,
1761164042,3233744,17.36456299,,,,
1761164153,3290096,471.6544189,,,,
1761164257,3345424,83.56538391,,,,
1761164341,3390784,547.9494019,,,,
1761164384,3413360,149.0135956,,,,
1761164400,3421040,364.4702759,,,,
1761164449,3445056,0,,,,
1761164475,3460112,427.9685059,,,,
1761164528,3486464,507.0938721,,,,
1761164540,3492896,176.7041779,,,,
1761164608,3530560,326.8238831,,,,
1761164629,3540640,71.91775513,,,,
1761164719,3587840,414.1672668,,,,
1761164755,3607600,509.7923584,,,,
1761164793,3629136,157.8009338,,,,
1761164797,3631280,61.17142487,,,,
1761164850,3656704,513.7565918,,,,
1761164916,3692640,294.967865,,,,
1761164920,3694864,4.320560455,,,,
1761164942,3705872,54.76546097,,,,
1761165037,3758528,104.8948898,,,,
1761165062,3770576,120.309227,,,,
1761165068,3774304,389.9678345,,,,
1761165159,3824160,647.2598267,,,,
1761165175,3832688,396.8093872,,,,
1761165250,3870544,665.5456238,,,,
1761165487,3998448,0,,,,
1761165499,4005040,110.0639191,,,,
1761165608,4065296,56.79039001,,,,
1761165625,4075088,488.3016968,,,,
1761165652,4089984,472.1260986,,,,
1761165826,4183856,0,,,,
1761165948,4246832,74.72319031,,,,
1761165968,4257712,330.2881775,,,,
1761166000,4274912,596.2293701,,,,
1761166032,4292080,0,,,,
1761166197,4374144,0,,,,
1761166309,4424672,34.19219208,,,,
1761166398,4471952,416.2224121,,,,
1761166438,4492320,42.25242615,,,,
1761166533,4544512,18.3347168,,,,
1761166559,4557648,0,,,,
1761166668,4617232,673.1587524,,,,
1761166686,4625680,58.82479858,,,,
1761166753,4662064,341.7659912,,,,
1761166806,4689456,660.9624634,,,,
1761166854,4714448,652.3353882,,,,
1761167019,4800640,0,,,,
1761167135,4861312,631.7450562,,,,
1761167147,4867568,0,,,,
1761167226,4908704,426.7572632,,,,
1761167280,4937648,305.8427124,,,,
1761167329,4963776,14.69894409,,,,
1761167338,4968720,458.3941956,,,,
1761167387,4994240,263.3077393,,,,
1761167398,5000432,256.1680908,,,,
1761167402,5002624,332.6196289,,,,
1761167553,5080096,538.5270386,,,,
1761167579,5093296,483.2934875,,,,
1761167638,5124768,49.89057922,,,,
1761167710,5161664,341.8558044,,,,
1761167871,5249216,399.1435547,,,,
1761167882,5255584,569.7263184,,,,
1761167923,5276208,379.1734009,,,,
1761167940,5286224,401.7850342,,,,
1761167975,5304528,485.8615723,,,,
1761168086,5365744,0,,,,
1761168183,5418560,397.5308533,,,,
1761168189,5422304,316.9787292,,,,
1761168307,5487632,44.3275528,,,,
1761168332,5501808,65.09986877,,,,
1761168476,5574624,159.0726013,,,,
1761168556,5619904,330.7953796,,,,
1761168611,5649968,331.4892273,,,,
1761168616,5652688,17.22817612,,,,
1761168638,5663392,276.219574,,,,
1761168652,5669984,376.9689026,,,,
1761168687,5690192,573.5184937,,,,
1761168703,5699600,299.9752502,,,,
1761168717,5705472,264.1391296,,,,
1761168814,5758000,373.4903259,,,,
1761168820,5761440,307.311615,,,,
1761168910,5807040,487.2052612,,,,
1761169014,5861840,347.1878967,,,,
1761169029,5868912,410.3063049,,,,
1761169100,5907216,496.6302185,,,,
1761169244,5984720,57.54219437,,,,
1761169257,5992128,391.6560059,,,,
1761169274,6000224,21.40394783,,,,
1761169402,6064352,75.08094788,,,,
1761169416,6072384,361.1678162,,,,
1761169440,6085952,667.6940308,,,,
1761169519,6127728,379.367218,,,,
1761169552,6147424,317.9847107,,,,
1761169572,6157184,217.691391,,,,
1761169678,6212336,423.4672852,,,,
1761169707,6228048,0,,,,
1761169732,6242096,334.53125,,,,
1761169860,6309040,6.085731506,,,,
1761169912,6336176,0,,,,
1761169934,6348192,463.561615,,,,
1761169942,6352448,417.0010071,,,,
1761169976,6370032,563.795166,,,,
1761170015,6390896,555.472229,,,,
1761170112,6443184,530.6307373,,,,
1761170144,6459776,567.5554199,,,,
1761170187,6483360,56.14823914,,,,
1761170208,6493168,542.1412964,,,,
1761170483,6639968,18.43962097,,,,
1761170515,6656528,393.7392883,,,,
1761170580,6693232,7.236066341,,,,
1761170659,6733600,11.70024872,,,,
1761170858,6844144,2.735601425,,,,
1761170879,6854432,335.9129028,,,,
1761170988,6911760,72.22597504,,,,
1761171102,6971520,0,,,,
1761171112,6977200,99.56625366,,,,
1761171194,7021360,508.4359131,,,,
1761171291,7072688,228.0341187,,,,
1761171431,7146944,19.86531067,,,,
1761171472,7168144,78.1084137,,,,
1761171825,7359280,0,,,,
1761171832,7363328,518.3216553,,,,
1761171866,7378656,360.6279602,,,,
1761171908,7401200,82.42032623,,,,
1761171968,7433440,556.4237061,,,,
1761171987,7443104,310.7835388,,,,
1761172057,7479504,19.03536987,,,,
1761172168,7538560,92.49476624,,,,
1761172340,7629952,360.9276733,,,,
1761172387,7652480,0,,,,
1761172400,7659328,394.4306946,,,,
1761172432,7676768,89.45867157,,,,
1761172434,7677728,30.90782738,,,,
1761172518,7720848,80.74300385,,,,
1761172546,7735184,38.17406845,,,,
1761172548,7736352,233.6584167,,,,
1761172610,7767968,95.2509613,,,,
1761172614,7769808,627.6802979,,,,
1761172641,7783696,552.2741089,,,,
1761172666,7797984,411.2388,,,,
1761172756,7849216,28.56626701,,,,
1761172821,7883328,615.6038818,,,,
1761173031,7997920,1.85714221,,,,
1761173224,8099264,401.5240479,,,,
1761173265,8122624,99.06304169,,,,
1761173370,8177568,487.5449829,,,,
1761173376,8180768,53.72478485,,,,
1761173460,8224416,357.4419861,,,,
1761173566,8279392,84.38852692,,,,
1761173659,8328992,24.48921967,,,,
1761173844,8425184,1.119628906,,,,
1761173938,8474720,393.848114,,,,
1761173951,8482512,196.6794281,,,,
1761174098,8558208,524.4035339,,,,
1761174117,8568064,0,,,,
1761174189,8605360,499.9287415,,,,
1761174239,8634320,450.1121216,,,,
1761174249,8639408,4.616409302,,,,
1761174302,8667040,13.37089539,,,,
1761174344,8691632,442.1305237,,,,
1761174362,8702304,161.1623993,,,,
1761174407,8724976,62.05249405,,,,
1761174416,8729984,399.5352478,,,,
1761174771,8915840,80.70623779,,,,
1761174863,8965376,473.059021,,,,
1761174866,8967360,544.5496826,,,,
1761174952,9012032,64.3576355,,,,
1761174971,9022384,30.27732086,,,,
1761174973,9023376,24.96482849,,,,
1761175068,9075232,572.4342651,,,,
1761175079,9079856,45.04322815,,,,
1761175085,9083072,345.9524841,,,,
1761175265,9178640,701.0151062,,,,
1761175291,9192752,462.1185303,,,,
1761175368,9233728,56.45524979,,,,
1761175550,9329680,0,,,,
1761175563,9336576,103.2791519,,,,
1761175590,9349504,369.4432068,,,,
1761175638,9374608,0.995078504,,,,
1761175672,9394240,270.0198669,,,,
1761175785,9452272,94.47595978,,,,
1761175848,9485504,544.7527466,,,,
1761175904,9514592,0,,,,
1761175919,9522352,254.3165436,,,,
1761175987,9557024,428.5541382,,,,
1761176033,9580432,400.4014893,,,,
1761176075,9601408,552.5040283,,,,
1761176107,9618736,190.8703308,,,,
1761176133,9632960,0,,,,
1761176201,9666752,535.7208862,,,,
1761176215,9674960,444.3641357,,,,
1761176254,9695232,254.2792053,,,,
1761176305,9722720,39.31689453,,,,
1761176332,9736304,299.6947021,,,,
1761176333,9737024,569.4075928,,,,
1761176356,9748976,57.18870926,,,,
1761176375,9759440,492.9846191,,,,
1761176421,9784192,596.2962646,,,,
1761176458,9803440,384.2357788,,,,
1761176504,9826576,436.7268066,,,,
1761176520,9832912,221.1441803,,,,
1761176598,9873264,126.0344086,,,,
1761176621,9885472,503.9910583,,,,
1761176763,9958304,689.9716797,,,,
1761176800,9976528,353.2273865,,,,
1761176912,10033808,239.7004547,,,,
1761176961,10059104,0,,,,
1761177126,10145104,416.6719971,,,,
1761177144,10154864,74.27958679,,,,
1761177188,10177536,2.78754425,,,,
1761177230,10198768,70.02518463,,,,
1761177266,10217072,95.78097534,,,,
1761177457,10316080,47.82172775,,,,
1761177537,10357888,359.8339539,,,,
1761177549,10365440,59.85460663,,,,
1761177581,10382752,143.6286316,,,,
1761177600,10392992,258.7887268,,,,
1761177606,10396016,617.6442871,,,,
1761177659,10421920,300.5499878,,,,
1761178011,10605872,76.95206451,,,,
1761178015,10608624,592.0977783,,,,
1761178077,10640832,472.1479492,,,,
1761178119,10661520,0,,,,
1761178259,10736688,102.7910156,,,,
1761178392,10807968,133.4549103,,,,
1761178414,10818784,18.5091114,,,,
1761178541,10888928,92.88761902,,,,
1761178643,10944208,419.0968933,,,,
1761178730,10991312,425.984436,,,,
1761178785,11019344,208.4620667,,,,
1761178811,11033504,460.5502625,,,,
1761178846,11050464,427.1602478,,,,
1761178881,11069904,71.56445313,,,,
1761178890,11074480,226.3119049,,,,
1761178932,11095120,102.098114,,,,
1761178942,11100912,501.2329102,,,,
1761178946,11102880,433.4930115,,,,
1761178959,11109216,534.1416016,,,,
1761179015,11141008,451.4597778,,,,
1761179051,11160864,218.5025482,,,,
1761179156,11216048,321.522644,,,,
1761179179,11228688,0,,,,
1761179251,11266000,28.19747543,,,,
1761179330,11305552,117.9678497,,,,
1761179425,11355744,72.597435,,,,
1761179502,11395376,422.5714111,,,,
1761179543,11416480,23.83993149,,,,
1761179549,11419728,0,,,,
1761179745,11520736,0,,,,
1761179781,11539584,154.3514557,,,,
1761179843,11573120,98.54249573,,,,
1761179885,11596640,438.813385,,,,
1761179994,11656608,0,,,,
1761180006,11663568,230.5904388,,,,
1761180020,11669424,5.575088501,,,,
1761180058,11689312,101.5492172,,,,
1761180119,11723088,0,,,,
1761180147,11738064,100.2445221,,,,
1761180205,11770128,446.3599243,,,,
1761180249,11794624,297.6070251,,,,
1761180314,11828928,432.0924683,,,,
1761180335,11838912,290.4415283,,,,
1761180452,11898464,567.2259521,,,,
1761180455,11900304,313.3796692,,,,
1761180550,11948928,173.0538177,,,,
1761180634,11992064,171.3495026,,,,
1761180795,12077280,17.46046448,,,,
1761180844,12100880,29.83430862,,,,
1761180896,12128752,576.7061768,,,,
1761180982,12174160,246.9767914,,,,
1761180984,12175632,224.1004181,,,,
1761181039,12204112,83.63179779,,,,
1761181088,12228144,376.7177734,,,,
1761181182,12279232,31.88646889,,,,
1761181233,12305888,271.6893005,,,,
1761181259,12318528,81.0504303,,,,
1761181338,12357968,477.33078,,,,
1761181468,12427584,288.1291199,,,,
1761181597,12495344,481.8520508,,,,
1761181674,12537216,0,,,,
1761181740,12572896,215.9093018,,,,
1761181746,12576064,465.9689941,,,,
1761181835,12622208,484.5169983,,,,
1761181865,12638960,13.86069584,,,,
1761181894,12654128,47.76797104,,,,
1761181918,12665472,681.9748535,,,,
1761182052,12736960,303.803009,,,,
1761182053,12737008,83.92628479,,,,
1761182064,12743568,382.5477295,,,,
1761182274,12847472,82.29763794,,,,
1761182325,12874800,315.6583557,,,,
1761182376,12901008,8.827450752,,,,
1761182381,12903744,115.7924957,,,,
1761182425,12926256,516.3302612,,,,
1761182503,12968656,0,,,,
1761182531,12983072,452.3627014,,,,
1761182534,12984592,197.9705505,,,,
1761182695,13067680,607.3613281,,,,
1761182721,13080128,189.4316101,,,,
1761182752,13097424,161.4915619,,,,
1761182802,13124336,157.6569061,,,,
1761182919,13187376,183.7472229,,,,
1761182930,13193392,201.7792511,,,,
1761182990,13225056,364.4820251,,,,
1761183000,13229744,45.96198654,,,,
1761183064,13261968,651.6899414,,,,
1761183104,13283520,159.7325897,,,,
1761183147,13305408,264.7330933,,,,
1761183220,13343008,0,,,,
1761183302,13384512,68.53980255,,,,
1761183383,13428496,65.84609985,,,,
1761183401,13436512,155.4473114,,,,
1761183408,13441376,0,,,,
1761183436,13456208,357.2731018,,,,
1761183469,13475040,0,,,,
1761183479,13480192,634.2404785,,,,
1761183546,13514768,376.9689026,,,,
1761183549,13515792,466.353302,,,,
1761183765,13633088,166.3098145,,,,
1761183846,13677680,0,,,,
1761183884,13697536,109.5241165,,,,
1761183932,13724224,150.6440887,,,,
1761184057,13789712,179.9374237,,,,
1761184099,13810608,554.6209106,,,,
1761184154,13838912,5.202561378,,,,
1761184181,13854304,65.57169342,,,,
1761184185,13856208,272.2553406,,,,
1761184236,13880112,701.5550537,,,,
1761184275,13900208,477.2105408,,,,
1761184322,13924576,101.6259918,,,,
1761184363,13945216,561.5053101,,,,
1761184405,13966304,267.6069031,,,,
1761184431,13981168,518.1246948,,,,
1761184451,13990384,314.6871033,,,,
1761184496,14013184,254.8304749,,,,
1761184542,14037424,123.1337738,,,,
1761184596,14065392,165.4237366,,,,
1761184672,14104112,271.4176025,,,,
1761184736,14138192,109.663681,,,,
1761184864,14204544,0,,,,
1761184878,14212688,58.05103683,,,,
1761185089,14319904,409.619751,,,,
1761185094,14323184,142.4893341,,,,
1761185101,14327072,101.199707,,,,
1761185120,14337408,510.3114014,,,,
1761185338,14455184,30.73116112,,,,
1761185476,14528128,90.0045166,,,,
1761185537,14559872,34.11785889,,,,
1761185585,14583888,233.7120667,,,,
1761185676,14634608,9.686567307,,,,
1761185694,14644240,508.90802,,,,
1761185726,14659648,11.7557869,,,,
1761186009,14805952,40.13303757,,,,
1761186093,14853728,376.3898621,,,,
1761186126,14871152,8.136019707,,,,
1761186269,14950288,76.84318542,,,,
1761186274,14953232,154.5057526,,,,
1761186375,15007760,435.4293213,,,,
1761186380,15010912,37.65505219,,,,
1761186393,15018592,94.43897247,,,,
1761186420,15034512,182.0373077,,,,
1761186525,15089792,211.796814,,,,
1761186627,15141904,3.473300695,,,,
1761186651,15155472,134.0542908,,,,
1761186662,15162208,570.8046875,,,,
1761186700,15181184,275.7489014,,,,
1761186719,15191424,644.5060425,,,,
1761186828,15247568,548.7341309,,,,
1761186884,15275728,553.8230591,,,,
1761186902,15285872,455.6170959,,,,
1761186963,15316592,354.3773499,,,,
1761186982,15327312,332.1038513,,,,
1761187030,15352672,361.2479248,,,,
1761187031,15352832,283.6722717,,,,
1761187101,15389712,488.7237549,,,,
1761187158,15418336,552.6052856,,,,
1761187171,15425248,104.956543,,,,
1761187237,15458976,232.7914734,,,,
1761187238,15459040,364.2901917,,,,
1761187314,15498848,249.6983948,,,,
1761187438,15563280,0,,,,
1761187462,15575184,7.268038273,,,,
1761187493,15590672,475.8929443,,,,
1761187531,15609776,184.1367798,,,,
1761187537,15613104,323.1162109,,,,
1761187566,15629104,452.8155212,,,,
1761187703,15701152,175.3183899,,,,
1761187740,15719568,239.2169342,,,,
1761187803,15754672,432.3038025,,,,
1761187957,15837312,334.2097168,,,,
1761187994,15857424,250.0992889,,,,
1761188004,15861616,545.0153198,,,,
1761188058,15891600,666.8082275,,,,
1761188107,15917632,5.022903442,,,,
1761188191,15959568,340.1755981,,,,
1761188240,15986432,171.7543182,,,,
1761188258,15994720,262.4928589,,,,
1761188345,16040592,223.3669281,,,,
1761188363,16050544,440.9498596,,,,
1761188414,16076576,77.42037201,,,,
1761188444,16091984,87.16043854,,,,
1761188631,16188352,3.755917311,,,,
1761188701,16223728,347.9713135,,,,
1761188739,16244592,0,,,,
1761188791,16271632,445.508728,,,,
1761188924,16340784,465.2022705,,,,
1761188948,16352208,440.3665161,,,,
1761188975,16367808,168.2036591,,,,
1761189010,16386720,651.1571655,,,,
1761189240,16509584,358.3244019,,,,
1761189358,16571808,96.79239655,,,,
1761189420,16604336,140.137146,,,,
1761189470,16630960,489.6289063,,,,
1761189553,16676240,207.8725739,,,,
1761189616,16707792,251.8723297,,,,
1761189641,16720176,505.3358154,,,,
1761189677,16740624,78.20932007,,,,
1761189714,16759680,306.9703674,,,,
1761189714,16760128,29.4271698,,,,
1761189716,16761280,455.8693848,,,,
1761189832,16819648,74.52433014,,,,
1761189866,16838064,4.473081112,,,,
1761189972,16892112,334.8850403,,,,
1761190029,16922848,92.30529785,,,,
1761190057,16938320,501.4065247,,,,
1761190115,16969120,50.85583878,,,,
1761190121,16972400,7.108150482,,,,
1761190166,16996928,0,,,,
1761190250,17039424,305.1395874,,,,
1761190296,17063760,352.8769226,,,,
1761190344,17089920,13.33366394,,,,
1761190388,17110688,430.3093262,,,,
1761190418,17126432,495.794281,,,,
1761190449,17141664,2.323144436,,,,
1761190488,17164144,470.6468201,,,,
1761190725,17287696,253.7171173,,,,
1761190745,17298768,261.8597412,,,,
1761190758,17304384,100.6512146,,,,
1761190793,17322752,422.7688599,,,,
1761190898,17379488,56.30565643,,,,
1761190941,17400832,185.4325409,,,,
1761191110,17489344,219.5935364,,,,
1761191160,17515280,15.22076416,,,,
1761191186,17529312,142.1630096,,,,
1761191276,17574640,271.5454102,,,,
1761191308,17591104,396.037384,,,,
1761191361,17618400,608.3414307,,,,
1761191468,17676224,118.1103668,,,,
1761191469,17676512,161.9585571,,,,
1761191497,17691696,401.962738,,,,
1761191513,17698592,420.8025208,,,,
1761191515,17699728,34.70103455,,,,
1761191528,17706800,88.35208893,,,,
1761191588,17738352,229.5092316,,,,
1761191895,17897600,237.3559875,,,,
1761191903,17902048,437.1659851,,,,
1761191943,17923184,452.9288635,,,,
1761191989,17946528,74.62347412,,,,
1761192022,17962864,709.588562,,,,
1761192033,17968992,415.8594666,,,,
1761192055,17980624,31.15445518,,,,
1761192095,18001248,490.4683228,,,,
1761192206,18055824,225.5180664,,,,
1761192208,18057680,404.4730835,,,,
1761192266,18087264,734.3550415,,,,
1761192344,18127536,484.8074951,,,,
1761192354,18133232,453.2692261,,,,
1761192432,18173696,0,,,,
1761192612,18268400,179.9169769,,,,
1761192623,18274816,434.337677,,,,
1761192629,18277968,2.405928612,,,,
1761192748,18341200,20.12545395,,,,
1761192772,18353376,602.0517578,,,,
1761192844,18391520,14.34351826,,,,
1761193073,18509072,469.3099976,,,,
1761193095,18519488,534.3675537,,,,
1761193169,18558048,532.2963867,,,,
1761193302,18628592,25.24623108,,,,
1761193398,18680240,558.2073975,,,,
1761193428,18696176,14.54396057,,,,
1761193444,18704864,470.5983887,,,,
1761193487,18727440,239.2047119,,,,
1761193530,18749792,547.9277344,,,,
1761193543,18756896,393.3588562,,,,
1761193588,18780000,407.5339661,,,,
1761193614,18794000,51.75774384,,,,
1761193651,18813648,167.9183197,,,,
1761193695,18837312,8.488698006,,,,
1761193729,18855680,525.4022217,,,,
1761193874,18932064,0,,,,
1761194002,19000832,79.79057312,,,,
1761194079,19039264,502.6252136,,,,
1761194186,19097536,0,,,,
1761194273,19146832,0,,,,
1761194506,19273312,37.06203079,,,,
1761194522,19281728,430.8216248,,,,
1761194535,19288416,93.46336365,,,,
1761194562,19300672,59.13237762,,,,
1761194573,19307840,101.199707,,,,
1761194581,19311744,148.2184448,,,,
1761194743,19397648,257.0242615,,,,
1761194869,19462688,64.73970795,,,,
1761195031,19544144,110.3491898,,,,
1761195072,19563680,532.1914063,,,,
1761195122,19589680,0,,,,
1761195157,19608016,395.0765991,,,,
1761195238,19652352,566.815918,,,,
1761195260,19660832,9.811798096,,,,
1761195310,19688032,452.6289368,,,,
1761195348,19706464,334.4888306,,,,
1761195470,19770784,28.13900757,,,,
1761195475,19774048,0,,,,
1761195502,19787216,220.1278381,,,,
1761195550,19810688,489.9234924,,,,
1761195587,19828384,562.8151855,,,,
1761195631,19851488,26.01323318,,,,
1761195778,19924832,0,,,,
1761195796,19934560,506.4942627,,,,
1761195855,19966192,57.77972031,,,,
1761196053,20065568,437.1498718,,,,
1761196239,20160368,12.47170734,,,,
1761196267,20176000,202.0356293,,,,
1761196289,20185552,281.3462524,,,,
1761196344,20215392,485.3677063,,,,
1761196369,20227120,308.9909058,,,,
1761196400,20242992,0,,,,
1761196404,20244976,575.850647,,,,
1761196464,20275408,239.9006653,,,,
1761196523,20307440,22.15602112,,,,
1761196531,20311712,498.6361389,,,,
1761196556,20323232,550.5109253,,,,
1761196642,20369984,309.7313843,,,,
1761196677,20388048,360.9276733,,,,
1761196726,20412880,307.7297363,,,,
1761196950,20523552,366.7012634,,,,
1761197056,20579104,0,,,,
1761197089,20596928,466.888092,,,,
1761197094,20599264,99.01235199,,,,
1761197153,20628960,587.7775879,,,,
1761197211,20659328,122.6204147,,,,
1761197217,20662992,329.8034668,,,,
1761197285,20698736,11.29035187,,,,
1761197357,20738336,13.85920715,,,,
1761197417,20768352,88.92730713,,,,
1761197439,20777664,23.9967041,,,,
1761197444,20780912,192.2902069,,,,
1761197456,20787056,617.5599976,,,,
1761197483,20800960,578.0993042,,,,
1761197499,20808800,19.53956795,,,,
1761197520,20821408,460.5101929,,,,
1761197607,20867520,392.5396423,,,,
1761197730,20929968,18.3878479,,,,
1761197759,20943568,21.48481178,,,,
1761197850,20991808,0,,,,
1761197903,21017760,27.90639687,,,,
1761197965,21050496,431.2322998,,,,
1761198076,21109616,586.7784424,,,,
1761198100,21122416,283.0805359,,,,
1761198103,21124080,439.1870728,,,,
1761198140,21143536,0,,,,
1761198143,21145280,110.692337,,,,
1761198174,21161712,318.8459473,,,,
1761198265,21208032,43.9187088,,,,
1761198310,21231584,110.4940643,,,,
1761198333,21242176,273.7444458,,,,
1761198362,21257904,357.5989685,,,,
1761198370,21262416,673.9415283,,,,
1761198420,21289952,186.4131927,,,,
1761198478,21320304,511.0791626,,,,
1761198513,21337232,554.0465088,,,,
1761198525,21344304,72.93320465,,,,
1761198583,21375552,299.6573181,,,,
1761198648,21408336,552.2005615,,,,
1761198696,21432912,385.8587952,,,,
1761198734,21454880,58.33425522,,,,
1761198763,21468768,375.4047241,,,,
1761198824,21500576,380.2698669,,,,
1761198866,21523968,185.775238,,,,
1761198931,21557584,98.55396271,,,,
1761198978,21580624,306.5000916,,,,
1761199036,21611200,0,,,,
1761199041,21614064,620.9928589,,,,
1761199055,21620864,300.0747681,,,,
1761199080,21633488,535.8411255,,,,
1761199135,21660896,151.1233978,,,,
1761199145,21666640,361.4770508,,,,
1761199187,21688464,446.583374,,,,
1761199189,21689968,39.24488449,,,,
1761199257,21723952,346.8726196,,,,
1761199308,21749312,485.4902649,,,,
1761199316,21754416,285.8319397,,,,
1761199343,21767376,215.026825,,,,
1761199409,21803264,524.595459,,,,
1761199478,21837664,105.2495804,,,,
1761199510,21855840,627.7279663,,,,
1761199553,21876288,141.6954346,,,,
1761199744,21977952,5.37963438,,,,
1761199746,21979024,112.8086548,,,,
1761199827,22018896,289.3253174,,,,
1761199855,22032976,672.7583008,,,,
1761199912,22061952,124.9620743,,,,
1761200036,22127184,0,,,,
1761200110,22164736,259.336731,,,,
1761200156,22189984,451.7890015,,,,
1761200186,22206480,125.2364502,,,,
1761200204,22215968,83.61602783,,,,
1761200245,22236544,387.2477112,,,,
1761200281,22254544,268.0667725,,,,
1761200427,22332272,724.9402466,,,,
1761200471,22355776,82.84082794,,,,
1761200528,22386096,605.3024292,,,,
1761200575,22411936,286.8358459,,,,
1761200647,22449296,98.66514587,,,,
1761200693,22473920,382.3611755,,,,
1761200848,22557520,110.5120621,,,,
1761200935,22605984,0,,,,
1761200980,22629984,499.5171204,,,,
1761201102,22698624,32.5805397,,,,
1761201104,22700080,228.6342468,,,,
1761201105,22700528,270.9407654,,,,
1761201224,22763408,140.0415192,,,,
1761201267,22784704,159.0684814,,,,
1761201318,22810464,0,,,,
1761201331,22817232,436.9412537,,,,
1761201406,22854016,598.4953003,,,,
1761201427,22864336,92.22480774,,,,
1761201428,22864560,137.4962616,,,,
1761201462,22882160,262.4733276,,,,
1761201500,22903248,374.3175049,,,,
1761201555,22930112,397.6370544,,,,
1761201581,22942448,405.4674988,,,,
1761201611,22959168,84.60649109,,,,
1761201648,22977568,536.0724487,,,,
1761201653,22980352,385.4954529,,,,
1761201745,23028224,335.4717407,,,,
1761201857,23084608,440.5432434,,,,
1761201876,23095424,687.713562,,,,
1761201921,23118928,262.696106,,,,
1761201930,23123136,252.8578491,,,,
1761201950,23134080,424.4101563,,,,
1761201986,23152128,224.8075256,,,,
1761202023,23170560,178.6425781,,,,
1761202066,23193456,165.1313324,,,,
1761202268,23297488,25.90328026,,,,
1761202290,23308272,67.21585083,,,,
1761202292,23309904,27.02689743,,,,
1761202342,23335344,579.6549072,,,,
1761202357,23343552,410.4924622,,,,
1761202438,23387008,643.3184204,,,,
