Step,CustomCNN,NatureCNN
14162176,0.230560333,0.230060211
14249472,0.206652492,0.26855643
14297472,0.194721177,0.295109331
14451584,0.246846616,0.274843757
14505344,0.230331972,0.260788282
14558976,0.199587673,0.24589877
14589568,0.180834055,0.289702925
14629504,0.232435346,0.238386111
14732416,0.181553662,0.235955817
14784896,0.192741334,0.232564823
14786432,0.199039668,0.238746216
14832512,0.206658587,0.210446233
14934272,0.207017154,0.269438794
14939136,0.194425493,0.270309324
14948352,0.184161231,0.24996165
14982144,0.178624362,0.323999336
15057408,0.217021614,0.275746281
15081728,0.227185234,0.201585544
15096576,0.224692121,0.266465104
15128448,0.197453946,0.273613451
15512704,0.210457638,0.232185865
15512832,0.19340378,0.268183692
15530624,0.224094093,0.270438712
15539712,0.195147216,0.258602728
15595008,0.212409854,0.28032579
15642368,0.196136802,0.225190852
15695744,0.207723528,0.253625707
15697280,0.212103322,0.253909147
15752832,0.234877527,0.234817081
15829376,0.251188189,0.270814665
15897344,0.194028437,0.236854683
16037248,0.207055777,0.273237034
16325504,0.193012252,0.160692486
16337664,0.179786414,0.234407388
16530816,0.246521339,0.196682183
16552832,0.241110876,0.265585711
16564096,0.214938149,0.309880243
16576384,0.2103232,0.260440796
16649216,0.205559194,0.271342387
16855168,0.186384052,0.224688728
16862080,0.226601586,0.240731882
16880256,0.199335054,0.28444495
16982656,0.196603894,0.213893169
17134208,0.181423545,0.246577686
17200256,0.210949197,0.217448061
17201920,0.229313597,0.244577778
17212800,0.224025056,0.313911467
17264384,0.181432486,0.229611468
17358848,0.238164902,0.299634144
17434880,0.19117403,0.268299768
17494272,0.208704814,0.289476553
17494912,0.195868418,0.248430682
17543168,0.223921403,0.259957134
17608448,0.19362089,0.268987016
17784320,0.198036835,0.205932376
17825152,0.198198676,0.215287114
17843712,0.210393563,0.26350747
17849600,0.205982015,0.26818453
17916928,0.203576192,0.263267708
17922048,0.241095752,0.230648822
17925888,0.222778261,0.296873694
17927168,0.267434955,0.2431076
17936896,0.195834562,0.303100309
18016128,0.202351376,0.244091224
18046720,0.204844117,0.267770912
18076544,0.205410272,0.208771601
18161920,0.198752627,0.253694556
18201216,0.199852139,0.275576751
18201344,0.211023629,0.269716159
18272256,0.177669615,0.225420855
18290304,0.214647084,0.288194789
18327936,0.206662714,0.24756154
18421632,0.210576206,0.21817289
18461056,0.233041078,0.276350696
18468608,0.198774457,0.204055728
18483840,0.185430825,0.248303164
18728064,0.243953407,0.300262209
18777216,0.197984621,0.247659813
18878976,0.205031231,0.258953938
18968320,0.189865172,0.244524025
19014016,0.196216732,0.307065866
19021440,0.202553481,0.229249267
19030272,0.214319199,0.243992792
19030784,0.195856392,0.257501523
19128704,0.183490247,0.253522837
19159552,0.157268167,0.287691015
19185536,0.196850106,0.252066617
19297152,0.226788342,0.272938809
19310592,0.197759002,0.238628965
19333504,0.194620728,0.196684009
19335296,0.192391932,0.253508861
19339904,0.184205651,0.222429897
19345152,0.223128587,0.250897418
19357184,0.239265427,0.219825992
19363456,0.205126613,0.289606935
19397632,0.231278628,0.257625789
19523072,0.193903223,0.278198164
19554176,0.202200547,0.296465632
19864320,0.178062275,0.253783235
19914880,0.192286909,0.281474369
19932288,0.203164846,0.195962548
19934208,0.206639439,0.244689384
20051584,0.23909691,0.274271096
20101888,0.188193962,0.233966868
20104320,0.217747033,0.234897035
20112768,0.19866547,0.25481945
20133376,0.205730274,0.26865
20151168,0.222898915,0.228188476
20175872,0.209977388,0.228885872
20404352,0.213947088,0.221892703
20451840,0.19708541,0.20169255
20505984,0.198943734,0.221883649
20512384,0.219070509,0.222730676
20534400,0.208291873,0.256930142
20570752,0.178888768,0.29711587
20628480,0.243268251,0.230054034
20632064,0.241417482,0.207067768
20654720,0.185885161,0.238000422
20729728,0.214964926,0.235735636
20762496,0.234530076,0.305999811
20810752,0.199757129,0.278233775
20837120,0.224832267,0.204704821
20902016,0.184456974,0.274529267
21071744,0.203248709,0.178033708
21179392,0.192239374,0.249134266
21196544,0.184048414,0.239776463
21222528,0.229390725,0.285595594
21286272,0.195873648,0.197771089
21289216,0.163021162,0.302459014
21369344,0.205983281,0.224360307
21406080,0.182744697,0.221923565
21426816,0.208641514,0.264693692
21458560,0.193469524,0.22671056
21508864,0.213586956,0.271578152
21527168,0.197426826,0.245542514
21553920,0.212890759,0.217039555
21596288,0.192383379,0.230378348
21673472,0.168248922,0.278104229
21703040,0.203656256,0.230121959
21743872,0.186272919,0.217095085
21755392,0.234529048,0.251232822
21784192,0.207587004,0.237007876
21823488,0.234012932,0.273404183
21915264,0.21997416,0.246267898
21967488,0.218569532,0.229656247
21972480,0.230396524,0.186520187
21973760,0.234143525,0.233840412
22069376,0.197468191,0.234054802
22140544,0.200577632,0.227321057
22156032,0.185119286,0.273665256
22166400,0.194023848,0.261436738
22215296,0.197982594,0.216491378
22239488,0.176629603,0.267301285
22325120,0.190869242,0.248240936
22354944,0.203310668,0.271001265
22538496,0.218155473,0.279286741
22564352,0.187908351,0.238414602
22602752,0.19306834,0.189532878
22743808,0.195842505,0.204406179
22755584,0.198330119,0.229204975
22808704,0.212121353,0.292675932
22868736,0.171109498,0.242313834
22873856,0.16340436,0.27769951
22937216,0.18876186,0.242475984
23035776,0.202457368,0.226991929
23080448,0.199303418,0.309697032
23174400,0.17999135,0.230988522
23174912,0.171978772,0.186323014
23181952,0.157545894,0.197397372
23227392,0.208880618,0.211066915
23249536,0.202899188,0.214830405
23307264,0.179057986,0.304307461
23403008,0.191466331,0.26501177
23416960,0.203585863,0.251084473
23417600,0.196817756,0.217719331
23452800,0.22839047,0.207098189
23458816,0.223610282,0.254511374
23459072,0.236723274,0.204121535
23486336,0.219980523,0.236863986
23500672,0.158053756,0.225962148
23571200,0.198254764,0.278001378
23647488,0.179073468,0.223842255
23687552,0.176916644,0.303189102
23808768,0.194457829,0.191319607
23837824,0.162556589,0.204182826
23896192,0.196285844,0.28357478
23947648,0.193861455,0.235710692
23954048,0.194019824,0.240347221
24012928,0.1969136,0.222587326
24022400,0.210971713,0.241101619
24056832,0.198247984,0.244489368
24062720,0.220556885,0.277783827
24224384,0.187131628,0.223933753
24225280,0.178804547,0.279954796
24233344,0.225072026,0.251890449
24311552,0.185744047,0.320540954
24363392,0.208230898,0.251577327
24376704,0.195880562,0.242850545
24603648,0.211662889,0.256092727
24911616,0.184597552,0.226558769
24998144,0.204642057,0.214611322
25011328,0.184557945,0.223944279
25039360,0.151343018,0.285481998
25151616,0.211157337,0.246625159
25181056,0.201210395,0.233820342
25187456,0.179781318,0.230527211
25369856,0.248261839,0.230419242
25453056,0.202021331,0.267599161
25453568,0.17875427,0.186674369
25508864,0.200627953,0.243761259
25556864,0.184631258,0.22066992
25627136,0.177495241,0.259927596
25634176,0.176884979,0.267897488
25779456,0.182369083,0.213192616
25828608,0.21280998,0.260329678
25845888,0.214718401,0.233653402
25915264,0.238413364,0.296964757
25980160,0.214422941,0.241382272
26208512,0.202155381,0.2536818
26295424,0.184741646,0.238312419
26382208,0.190752447,0.293944558
26502528,0.201422915,0.142304393
26574080,0.196984559,0.23248638
26667008,0.214133233,0.235607444
26719872,0.204794258,0.195109169
26743680,0.194122016,0.247163669
26804864,0.16848065,0.254859835
26878592,0.215078443,0.227920125
26904576,0.209619954,0.272640527
27038976,0.219675943,0.203949421
27097216,0.172290742,0.23824548
27276800,0.175326645,0.24389462
27286656,0.197242379,0.189290208
27375104,0.202817887,0.237282663
27403008,0.172143608,0.239336779
27407488,0.172724068,0.218307978
27470208,0.177001327,0.261240909
27485184,0.169174492,0.260547818
27562368,0.196857929,0.262009543
27642112,0.192998484,0.161915786
27651072,0.17689988,0.255454564
27654784,0.195080996,0.296192348
27833984,0.144090027,0.250618543
27865856,0.192266807,0.185011046
27887104,0.197500139,0.209246885
27932288,0.215867221,0.258249327
27935232,0.200069606,0.286315824
28097920,0.195865124,0.212687274
28133248,0.187397033,0.20652783
28142336,0.188723683,0.216410026
28194048,0.182965428,0.287561281
28252416,0.198206693,0.194826892
28267264,0.180979878,0.269955759
28322688,0.212389022,0.209565696
28409472,0.185085148,0.182485073
28421760,0.16568993,0.224913061
28612864,0.19812879,0.201236192
28780288,0.184039444,0.246037464
28826240,0.187170148,0.248221353
28959744,0.175426722,0.208210514
28972288,0.17907241,0.239100548
28973824,0.180318832,0.192993427
29108736,0.209225506,0.164444631
29179648,0.195745364,0.26610501
29179904,0.20585297,0.237176821
29206016,0.173732415,0.247772428
29258752,0.193884045,0.214453694
29259136,0.182923183,0.215451456
29312000,0.223313883,0.171197866
29349248,0.158593953,0.167128477
29368960,0.166614383,0.227319931
29385472,0.197745621,0.227078223
29432064,0.186300427,0.220635234
29471232,0.192783356,0.196051584
29571072,0.19146505,0.238195375
29703808,0.210547477,0.225290132
29718400,0.186868951,0.190261342
29720704,0.193628639,0.208084773
29751808,0.17774637,0.228541117
29884288,0.199751019,0.245976491
29886208,0.189385414,0.193266042
29905024,0.170107931,0.218601676
29927680,0.201728776,0.244787917
29944064,0.192727685,0.252574197
30010752,0.179473609,0.261830917
30069504,0.199956805,0.217281214
30087680,0.183072865,0.287703587
30107648,0.187789783,0.263539156
30119680,0.178780228,0.241700616
30324096,0.224965543,0.244338099
30470144,0.183323756,0.220413033
30542848,0.172209322,0.208268135
30568320,0.17719084,0.253012511
30635392,0.178292334,0.213488201
30732160,0.181600392,0.284675038
30916096,0.220002502,0.249098167
30928640,0.207457811,0.226467181
30984320,0.188435465,0.25644994
31019776,0.183150277,0.232753042
31177216,0.164165646,0.177164836
31347328,0.188404039,0.277086382
31451520,0.186469272,0.26246126
31494528,0.210505918,0.260997269
31608320,0.220685348,0.297742595
31681024,0.202916801,0.226904718
31704960,0.228037119,0.227926731
31781504,0.20533368,0.213563317
31799808,0.201001599,0.219026916
31867008,0.159705818,0.197064297
31958656,0.160505146,0.156530255
32003200,0.181840956,0.197615952
32005760,0.19653827,0.161443716
32031104,0.206339508,0.263784479
32111360,0.195902079,0.24882389
32168960,0.19297871,0.262856962
32217088,0.199719429,0.22272402
32230016,0.211515635,0.241398727
32231680,0.216183111,0.233994151
32264576,0.20982641,0.217638849
32299520,0.214111164,0.226118595
32331008,0.201833501,0.289536663
32379392,0.194641188,0.20082965
32409728,0.191128537,0.242280117
32440320,0.194118202,0.274602644
32549760,0.198357299,0.263106957
32566144,0.189199179,0.272469545
32589056,0.16425091,0.212644028
32600448,0.188561976,0.223880894
32699264,0.191384122,0.199132502
32767488,0.186215848,0.228992608
32861568,0.210437179,0.219235695
32889088,0.182058573,0.21848914
33032064,0.194675326,0.169861812
33050624,0.184746563,0.230604147
33068928,0.182499081,0.20310179
33096832,0.166032612,0.207004561
33146880,0.177875161,0.21111295
33166336,0.21590443,0.218175567
33167744,0.230912536,0.196934135
33246336,0.187145412,0.214970241
33284608,0.173029631,0.190546546
33307136,0.225350171,0.199958878
33348096,0.186929062,0.224391176
33402112,0.189993352,0.205306731
33577728,0.194759578,0.235055276
33601664,0.202651903,0.214555553
33603584,0.178500175,0.236907475
33612672,0.209744155,0.218151415
33645312,0.171973407,0.256378142
33646592,0.174990982,0.239551482
33702528,0.173554599,0.234373505
33785344,0.174866468,0.204609937
33819264,0.15376474,0.154873616
33915008,0.202645645,0.19577763
33954944,0.171326622,0.216911788
33997056,0.182604045,0.221685574
34008960,0.182142496,0.219680674
34064000,0.172475189,0.219801828
34132352,0.209300488,0.24742515
34258432,0.162441283,0.177187793
34259200,0.15595305,0.219104836
34279296,0.160337374,0.193326869
34279552,0.157692328,0.266127852
34290944,0.165332526,0.243180499
34392064,0.184430987,0.274204843
34395776,0.191666782,0.238731262
34466944,0.201317072,0.152317817
34603776,0.201991513,0.219550982
34636032,0.170907676,0.232151593
34670336,0.171746284,0.239713805
34694784,0.181410417,0.159473175
34711808,0.154452711,0.212895436
34759296,0.16176872,0.194458004
34825472,0.158612847,0.272247109
34860160,0.177482724,0.236575619
34912256,0.2048738,0.211671313
34936192,0.191496611,0.165912146
35044352,0.201976255,0.243174004
35251584,0.165288627,0.223172273
35251968,0.162646353,0.199827459
35267456,0.183279991,0.247994171
35426304,0.186063975,0.209630122
35512320,0.169020265,0.189570969
35679744,0.169993684,0.206039716
35696640,0.1775662,0.192546305
35718272,0.207252085,0.216239431
35772544,0.193690345,0.216264562
35773696,0.156278387,0.23627663
35776256,0.169378087,0.239306926
35826048,0.166794509,0.227926736
35898112,0.187542304,0.214592324
35919232,0.177367106,0.238074802
35955840,0.194501162,0.213847565
36003584,0.225615799,0.271134845
36036736,0.197288826,0.186079839
36057984,0.164279073,0.265091856
36125440,0.191010863,0.218847262
36179328,0.188981369,0.187029309
36314496,0.190980077,0.237151137
36390912,0.174450949,0.19201887
36465536,0.188948244,0.248494103
36548864,0.195588291,0.215013263
36635136,0.199463472,0.242894351
36638080,0.202636361,0.200834777
36698112,0.182717219,0.234795051
36753408,0.19422397,0.221643521
36754432,0.181808591,0.24864692
36785536,0.180976927,0.234335242
36961408,0.174174666,0.266395686
36984064,0.166201338,0.22391633
36988800,0.180125237,0.193500589
37024384,0.176823765,0.21540656
37038720,0.180259049,0.232872491
37118208,0.197848856,0.24274087
37224576,0.196530089,0.185865012
37506304,0.188364029,0.256194191
37609856,0.147192314,0.217644311
37632256,0.200017467,0.203506776
37812352,0.163245469,0.221396708
37833472,0.186936796,0.164976808
38000896,0.180326834,0.239398512
38039808,0.183532298,0.199873474
38054400,0.181437224,0.267693994
38189056,0.17310068,0.258808219
38196992,0.190027907,0.163696817
38293632,0.184700578,0.196268707
38334208,0.181436449,0.217274979
38342272,0.185155779,0.257050696
38491520,0.209355265,0.194649772
38506752,0.169269711,0.217115351
38527232,0.16247341,0.19650831
38531712,0.164375365,0.244402007
38634240,0.198383361,0.246582207
38711296,0.211222291,0.264906594
38719360,0.187710896,0.250967136
38792576,0.198516756,0.242665331
38915072,0.165918052,0.147549891
38947840,0.176345706,0.246063063
38987136,0.201591492,0.208434773
39079040,0.18743825,0.191186581
39232896,0.197707787,0.222184169
39330688,0.171562746,0.179391266
39440000,0.174434245,0.228318783
39476736,0.173949867,0.268511727
39533568,0.190756232,0.203606915
39553280,0.182015821,0.239562224
39647744,0.200644284,0.208298868
39649920,0.203409821,0.242158614
39669376,0.189581379,0.207387714
39672960,0.165331513,0.235976251
39693696,0.203540862,0.251138789
39717760,0.213802278,0.168858111
39889920,0.145496339,0.24158691
40011264,0.185437456,0.170892745
40032768,0.206682935,0.22471416
40107264,0.210795075,0.185039553
40158336,0.16204688,0.233372666
40180096,0.212563157,0.20797194
40185344,0.199004978,0.232884068
40229376,0.189275354,0.201875432
40291968,0.178763419,0.168029373
40297472,0.250515461,0.204299603
40341760,0.193834528,0.237328234
40395520,0.166653574,0.251585814
40473216,0.209311903,0.215985652
40549888,0.177989557,0.208645934
40665344,0.160265595,0.216249872
40666496,0.169332042,0.228858706
40704896,0.154640481,0.216062634
40756480,0.206391275,0.201828474
40810112,0.173269957,0.227724277
40846336,0.159698367,0.22536801
40887808,0.204520613,0.225703277
40952576,0.166884691,0.179047974
40961792,0.185104892,0.227263654
40996224,0.18183583,0.241139084
41010176,0.151676089,0.205089903
41055232,0.20387806,0.182212764
41069952,0.171534792,0.266534878
41078784,0.174255818,0.249838429
41082368,0.159879819,0.178535087
41137152,0.173614889,0.181768553
41265792,0.181827441,0.216572683
41345152,0.192702949,0.230218345
41350400,0.180328488,0.193679872
41411584,0.240461767,0.218456893
41511040,0.226768225,0.161225378
41560320,0.180761814,0.18773223
41608064,0.193848222,0.21125255
41776640,0.19028163,0.209431252
41814656,0.207463399,0.157149819
41988992,0.173161656,0.182310972
42053632,0.151143521,0.178775456
42053760,0.148288667,0.19578374
42118528,0.216212124,0.214851137
42181504,0.189926147,0.254902066
42203008,0.205088124,0.182976844
42246144,0.201984197,0.19722254
42282496,0.18940118,0.250589553
42364160,0.196733177,0.22536624
42449792,0.181274086,0.265326288
42473600,0.182829127,0.224706679
42489600,0.20785892,0.197847466
42493056,0.177819341,0.193749688
42512384,0.191928446,0.217394034
42529152,0.166077465,0.166053642
42588288,0.199813783,0.189765128
42599296,0.174602479,0.152823648
42657024,0.176262915,0.224467172
42665728,0.171550244,0.218513878
42721792,0.163773969,0.207836587
42764800,0.218593135,0.24847115
42808704,0.17582956,0.251948264
42809472,0.18945989,0.131767312
42813184,0.176329508,0.205042223
42925568,0.209242433,0.186368852
42960256,0.208390206,0.206169923
43057152,0.216236636,0.237914726
43058304,0.210148364,0.215874402
43100800,0.181734771,0.251866581
43354752,0.175040022,0.225805335
43358336,0.196426019,0.21895012
43378048,0.191905633,0.215743544
43461888,0.184772402,0.171592213
43611648,0.161358744,0.213191798
43745536,0.219606251,0.201912985
43751424,0.197756052,0.203367786
43753088,0.203781635,0.178376529
43912448,0.197497874,0.245691845
43923200,0.187439829,0.186528714
44096512,0.187815115,0.274461211
44100352,0.192460537,0.214951441
44124416,0.180601403,0.17822629
44166016,0.18623355,0.25335537
44195840,0.176628307,0.239476578
44210304,0.200975895,0.157759372
44430336,0.175002694,0.211507748
44567680,0.181155324,0.214304582
44575360,0.160924986,0.263566463
44613376,0.177420467,0.276206807
44662400,0.207555294,0.218168585
44717440,0.188477665,0.183140774
45063936,0.201862097,0.185103502
45127808,0.221277356,0.219723762
45136512,0.202065468,0.195429417
45137152,0.198017895,0.223488838
45210368,0.21859026,0.220341023
45344256,0.181573957,0.192938295
45656960,0.167098284,0.243016462
45814400,0.173304245,0.253657542
45834752,0.189304113,0.186537075
45844864,0.193157613,0.185204042
45849216,0.221445262,0.164344453
45898624,0.17326954,0.272356134
45927424,0.189239353,0.193083166
45950080,0.193815619,0.211554894
45962752,0.195846781,0.160599212
46001024,0.182668746,0.163643486
46025216,0.185663328,0.18719629
46053248,0.204662308,0.170475852
46122752,0.204370618,0.227810768
46137600,0.168107897,0.186018285
46179200,0.173272282,0.217792407
46223616,0.183477789,0.167148519
46316288,0.175018728,0.180526157
46326912,0.174834698,0.225865936
46381952,0.158540636,0.208515641
46431872,0.164122358,0.171296325
46471936,0.168679446,0.241375067
46572928,0.195751995,0.218727619
46634880,0.189217761,0.177754061
46690688,0.153328434,0.19548395
46694272,0.174511105,0.230388609
46767104,0.198148906,0.175853427
46931968,0.162022159,0.224977616
46959232,0.14537701,0.205011194
47144576,0.172434539,0.177611806
47196416,0.162287056,0.249962212
47244032,0.191874728,0.188393816
47322368,0.168232739,0.233046332
47360256,0.190885827,0.191103072
47467264,0.161597878,0.186996535
47504128,0.184124768,0.20502281
47520384,0.198183924,0.237608967
47528448,0.184614807,0.219968408
47581184,0.168770105,0.217231198
47849984,0.190612644,0.229168859
47921664,0.203004479,0.21521744
47981568,0.190498233,0.194463305
48006656,0.192424744,0.205352041
48033024,0.194149628,0.25214741
48070400,0.178854942,0.245237991
48106112,0.157317206,0.256934055
48190464,0.178740889,0.254986777
48251648,0.217858806,0.208769052
48270336,0.190201893,0.193457961
48273408,0.163558453,0.239571203
48292224,0.188290372,0.200692735
48303616,0.197777316,0.240245826
48374528,0.142395735,0.241658927
48413696,0.141605586,0.197184165
48548736,0.150272906,0.184146646
48606080,0.206612319,0.215905374
48618112,0.212934673,0.207354308
48663936,0.163949817,0.231712559
48688896,0.156798214,0.129463054
48722944,0.204336643,0.186724828
48851584,0.178826213,0.240144434
48922752,0.177543029,0.233024683
48977408,0.188190103,0.240344532
49012736,0.196564108,0.216319736
49039488,0.195040971,0.257122433
49129728,0.180909812,0.177744381
49131136,0.171904117,0.238228781
49206528,0.183039695,0.248084279
49215872,0.16863507,0.261145592
49255808,0.195718527,0.199326508
49270272,0.181961983,0.203844528
49345024,0.16218099,0.209292995
49376640,0.18056418,0.210023197
49423360,0.167688966,0.19742662
49442816,0.143205777,0.317813379
