StepV,ValueV,StepF,ValueF,StepL,ValueL
15871936,475.0274048,16863568,134.4480896,18535344,791.0583901
15911520,3.112587261,16865760,194.9839172,18544896,892.8832738
15911744,496.1397217,16934576,0,18576736,100.8239223
15931568,563.9250916,16959248,533.9503174,18583104,658.656594
15968992,531.1101929,16968752,406.5085449,18614944,588.939088
15989616,417.1377228,16974096,336.9923706,18624496,188.870276
16008320,185.690506,16984816,67.61774445,18656336,591.5442624
16017776,98.31003113,16985616,500.9126892,18662704,424.3576855
16053184,115.9904388,17015264,390.8100891,18735936,342.1048816
16113168,84.36760483,17016208,476.6273499,18742304,489.4684195
16181952,463.8600769,17090832,361.8901672,18774144,295.0055484
16203264,85.22637863,17098224,219.0858002,18783696,232.0956703
16217632,474.8895264,17204032,145.47995,18815536,641.9888035
16223984,529.0627808,17214480,0,18821904,731.1212906
16227136,274.6215363,17233200,657.8413696,18853744,403.5291648
16242480,415.4351166,17255728,3.698493242,18863296,79.24411696
16245696,175.6369446,17262784,182.9576111,18895136,133.1170824
16273008,425.3361328,17268736,121.9306488,18901504,316.203468
16302912,41.23348503,17269824,462.6436768,18942896,409.4241434
16304896,408.7614716,17312896,61.23437881,18974736,764.4406921
16317280,210.6734436,17346176,0,18981104,526.9170419
16355088,75.53365631,17399648,473.7582397,19012944,590.0821594
16356032,230.2818008,17412032,263.23703,19022496,385.4416795
16374288,20.49982052,17413024,0,19054336,716.8372227
16398848,96.79303894,17419488,448.9952393,19060704,779.2736974
16483856,236.7971741,17426320,0,19092544,366.9767109
16554768,589.03396,17458048,632.1225586,19102096,664.3398524
16561312,439.261908,17460000,27.31658745,19133936,694.127297
16562080,277.1662445,17471552,172.5377808,19140304,443.5060454
16582464,511.7064148,17515856,331.8829346,19172144,378.0565004
16666640,309.27258,17551776,692.5332031,19181696,121.7509164
16747968,160.2229202,17563408,560.7802124,19219904,434.047168
16812496,73.29951096,17564464,316.5198364,19251744,799.3095721
16894288,264.452948,17571776,530.1663208,19261296,19.26666667
16913728,167.6797531,17588352,116.139328,19293136,66.37688546
16944304,64.25450134,17604000,416.7107849,19299504,649.5523372
16948592,505.6308105,17609264,504.4937134,19331344,488.463917
16985552,155.7727432,17609968,525.078064,19340896,693.0206722
16996464,59.78361511,17629088,606.1811523,19372736,582.409084
17020496,27.12367859,17651360,382.1921997,19379104,451.8144534
17039504,468.6347351,17683184,201.9476318,19410944,429.4499214
17040288,152.2341568,17710528,305.8984985,19452336,419.5471145
17060080,263.4057037,17717696,7.123821735,19458704,313.3585474
17064240,527.0244873,17737760,288.8189697,19490544,661.0736633
17090208,274.1152588,17748832,589.1843872,19500096,522.4752707
17100752,464.6464783,17758512,271.5986938,19531936,508.0706043
17115824,508.9080322,17758592,18.5698967,19538304,539.9019628
17123552,0,17782368,485.3677063,19570144,583.3123148
17188304,452.8099182,17793376,187.356842,19579696,388.1011932
17210032,270.0175232,17835472,24.11520767,19611536,574.8428363
17230256,277.5473877,17845696,283.6129761,19617904,362.7065602
17265312,464.7561768,17867920,522.6270142,19649744,437.8935865
17278016,0,17878016,574.8850708,19659296,755.6554827
17327696,557.4020142,17903376,367.6085205,19691136,440.5851016
17356640,119.5180939,17912064,751.1557617,19729344,373.366268
17373744,76.24090118,17918352,522.1176147,19738896,695.4378846
17378160,0,17928576,570.3894043,19770736,122.759805
17393472,63.87966843,17934304,373.0030823,19808944,190.2643129
17503920,0,17934960,567.0892334,19818496,465.4677821
17521472,262.1204132,17940880,323.38797,19850336,369.3632386
17540480,370.0348297,17985472,165.4209595,19856704,381.2662182
17550784,361.5193542,17987232,359.0722961,19888544,710.000306
17565584,0,18030480,0,19898096,384.2301295
17572816,644.9527771,18155968,58.95256805,19936304,454.1369165
17688704,310.444986,18162336,16.37067604,19968144,750.787015
17751376,72.77540817,18171456,0,19977696,263.5903769
17752928,266.7510406,18173296,49.6011734,20009536,526.8557623
17798320,398.3694763,18186432,482.1212158,20015904,221.812457
17798832,383.7195374,18283872,117.9473267,20047744,499.7208159
17804320,553.8297546,18322208,174.2835693,20057296,60.29263446
17812736,77.54788971,18333680,252.7165833,20089136,465.6212165
17839664,132.8795425,18352640,343.856781,20095504,241.5335459
17852720,449.5874634,18383088,156.526886,20127344,664.2556937
17870256,282.9013275,18443776,298.2348938,20136896,214.5550647
17871664,218.3798721,18497344,337.8866882,20168736,325.0327339
17879840,272.3253662,18535488,626.182251,20175104,650.6086499
17886208,515.3499207,18536496,424.3552551,20216496,170.3683628
17907760,485.3789978,18574384,390.9307251,20248336,32.43386477
18030832,251.9346588,18598368,585.0526123,20254704,778.842192
18042832,410.3177948,18613520,592.0493164,20286544,1075.416073
18056496,620.4740295,18617152,439.3511353,20296096,472.1608832
18073408,154.2145523,18641680,642.9259644,20327936,628.7966898
18104848,52.88643951,18650224,492.6505737,20334304,438.7352302
18129760,3.736475945,18653600,393.244873,20366144,285.8371779
18146752,93.30628738,18678048,505.8679504,20375696,444.8279518
18162528,354.0229706,18719808,448.3168945,20407536,490.1147508
18176592,185.4790054,18737616,9.43208313,20445744,242.0385169
18178064,210.1297714,18740880,483.9335938,20455296,416.2218638
18210896,0,18766048,115.105011,20487136,606.8278298
18228752,365.1358063,18784768,134.5036621,20493504,287.3753068
18236448,54.42866592,18804304,302.8369446,20525344,142.0635597
18246672,474.9491821,18847568,444.5182495,20534896,529.5160949
18320960,309.6018402,18872208,543.7307739,20566736,327.1763511
18398640,0,18886128,185.6872406,20573104,315.5213453
18418496,8.208193874,18931872,206.2812653,20604944,665.2439825
18459840,520.0520142,18961488,0,20614496,46.59541666
18470000,75.90921707,18978688,15.46539116,20646336,643.8486315
18493168,168.8153824,18988848,71.35058594,20652704,224.8634512
18595344,78.47335052,19001904,353.8282471,20684544,765.077974
18612336,699.0495117,19019616,27.11356354,20725936,635.7314762
18618864,277.1452881,19054272,253.5665283,20732304,491.5574062
18628672,638.6297058,19070064,151.2918701,20764144,437.0883104
18628720,770.0121277,19101632,229.3928528,20773696,464.1183797
18685344,333.7101837,19107616,0,20805536,693.9518017
18691616,117.7151962,19147376,269.0750732,20811904,244.5231312
18712992,487.9417786,19186080,445.6221924,20843744,595.7831267
18713696,322.9880493,19277920,683.7536011,20885136,359.6987173
18726624,201.7974792,19293232,476.1945801,20891504,323.7721205
18756752,0,19349200,258.7147217,20932896,430.9488336
18764624,285.1469055,19355328,70.85973358,20964736,592.8011636
18817760,133.5015884,19376976,552.6481323,20971104,356.0653141
18845504,338.3322144,19377328,523.2987671,21002944,300.9749391
18850688,0,19383616,437.0653992,21012496,399.8470134
18853600,0,19395504,288.3587036,21044336,536.7914242
18876528,369.5980133,19417904,420.3513184,21050704,379.2041221
18901920,432.4366791,19431056,366.2855835,21082544,494.142835
18958352,571.6283752,19440720,190.4685059,21092096,194.7544555
18965184,505.7471008,19497072,164.4758148,21123936,674.6279385
18984672,568.7057922,19515360,99.10681152,21130304,22.4
19087664,142.3518997,19525424,301.4746399,21162144,437.7719835
19105232,571.8067932,19559264,97.39461517,21171696,342.4051517
19139232,272.0771851,19592960,214.3899078,21209904,387.520591
19144368,399.6332886,19631504,18.84620285,21241744,537.1229001
19154784,419.2857147,19707856,436.677948,21283136,433.7189577
19176400,150.7875595,19750656,303.762207,21289504,352.9969558
19226560,547.8572571,19751440,4.153164864,21330896,22.73333333
19292432,257.892572,19760080,335.7051392,21362736,152.5644354
19356960,0,19771792,239.8893127,21369104,345.1717209
19439280,107.5821693,19789040,378.0189514,21400944,577.0834871
19497376,538.0525635,19821728,76.06314087,21442336,841.6943522
19510240,456.3060699,19823904,415.3927307,21448704,622.7846294
19526832,95.34576874,19836816,541.9891968,21480544,911.0940605
19540128,43.61290054,19849584,76.59951782,21490096,438.000237
19563888,356.6471375,19860464,542.0875244,21521936,485.9004846
19575744,0,19886112,499.3614197,21528304,389.0930991
19583408,299.4423431,19897136,513.3753662,21560144,487.258377
19588496,423.8141144,19967552,62.20181274,21569696,601.896289
19593024,150.9273193,20002832,513.1156006,21601536,386.2207967
19606928,93.80792999,20008816,0,21607904,372.8013288
19625680,104.3913895,20059424,600.8612671,21639744,707.9261895
19638176,559.1742188,20063184,244.5526123,21649296,339.7086303
19716496,537.917157,20093168,407.5339661,21681136,584.8120518
19816736,0,20102944,61.38818359,21719344,23.36666667
19832656,27.34809494,20156944,127.3694611,21728896,609.7155602
19891152,521.9569336,20162896,469.8051758,21760736,256.9157119
19915136,267.5357391,20209152,30.29383469,21767104,270.5396017
19925184,364.5472961,20215984,424.7536926,21798944,724.0077518
19950080,654.5441162,20235200,500.6227112,21808496,348.2664713
19951296,411.6765289,20295408,412.4403076,21840336,430.3065621
19964336,50.01553001,20297024,627.9326782,21846704,413.305721
19978416,382.4415527,20317424,467.8605652,21878544,23.63333333
19984112,315.9730042,20381152,82.32407379,21888096,719.9487412
20015248,387.2410675,20381344,282.2001953,21926304,537.5014242
20029664,336.9409882,20393776,388.7417908,21967696,655.0418309
20037888,129.5663956,20468896,550.8221436,21999536,154.8533906
20057056,627.7686218,20473680,541.0041504,22005904,453.7658808
20063904,95.34576874,20480768,204.6889954,22037744,453.2391425
20092880,390.0858398,20488464,580.8282471,22047296,284.3474394
20106144,200.5548843,20489632,163.6031494,22079136,358.1695612
20292528,481.9047363,20509056,35.1759491,22085504,692.6794255
20325904,0,20521248,572.6110229,22117344,509.060734
20372416,67.53081665,20526368,403.1079407,22126896,448.4648994
20372528,629.2165649,20545312,481.5570984,22158736,117.0203586
20398576,411.1129852,20546048,489.3581848,22165104,368.7201863
20414624,233.4440643,20554752,307.2072754,22206496,331.157446
20465248,19.54519615,20562528,395.6524963,22238336,396.9909449
20466848,2.04339695,20573616,480.0113525,22244704,1109.814083
20508912,557.7074341,20584464,3.084010839,22276544,544.6258503
20543200,338.5666626,20642464,480.572937,22286096,24.33333333
20582752,0,20714880,243.5199738,22317936,131.3028909
20603104,207.377037,20732976,389.8988953,22324304,296.4483361
20609088,2.753831291,20762832,339.5752258,22356144,382.0423161
20616048,201.5477325,20771664,335.9129028,22365696,175.7154272
20639488,343.0238434,20832896,103.4546127,22397536,329.5826406
20642224,149.4041885,20895616,0,22435744,710.060395
20664896,256.5383972,20940928,443.4145203,22445296,24.6
20702256,10.85381069,20954304,0,22477136,178.368834
20716864,178.5642242,20954352,510.9638672,22483504,317.0561465
20717024,397.8434235,20974704,5.35974741,22515344,476.5093081
20732688,290.9431274,21008112,121.0964966,22524896,813.5358837
20761232,570.8446655,21031616,0,22556736,535.5612424
20829728,83.232621,21068880,585.3554688,22563104,450.1882804
20844880,38.16810379,21079296,60.74020767,22594944,149.7690614
20848448,557.2303528,21109792,298.1955872,22604496,449.8754594
20898096,131.2464249,21165840,0,22636336,507.9756508
20903888,474.8152039,21195520,219.5935364,22642704,801.2988475
20909056,19.29712315,21206720,46.70506287,22674544,479.1138167
20959040,60.74247437,21211168,36.72437668,22715936,55.27504629
21055104,305.382074,21216528,135.4379272,22722304,337.1560008
21063040,157.7690414,21249456,87.96552277,22754144,702.2903108
21088208,198.3563553,21266720,687.7747192,22763696,914.9727738
21094784,513.270813,21335648,40.03438187,22795536,890.0906164
21110928,0,21347664,213.7610931,22801904,25.2
21188560,241.83479,21367536,294.3947754,22833744,644.0017796
21197792,45.43821716,21388160,14.19667053,22843296,954.4778166
21214928,413.4535126,21434800,422.0727539,22875136,358.151068
21238832,539.8712402,21453312,566.7034302,22881504,507.5932065
21280176,646.2324097,21506592,397.7831421,22922896,638.210638
21280848,111.2557297,21508384,346.7857056,22954736,90.59762742
21307280,86.42000885,21530624,325.6750793,22961104,145.046674
21318976,277.9019989,21545056,58.76186752,22992944,473.1204689
21361216,440.2358185,21631568,289.9760742,23002496,584.1716397
21377104,369.3687286,21674288,67.21585083,23040704,282.7311195
21418608,533.8333191,21676032,106.800148,23072544,677.2975363
21429424,132.01073,21703360,579.9521484,23082096,455.7559818
21477232,470.2330811,21710720,304.375946,23113936,687.044654
21488816,467.6926025,21726496,313.053772,23120304,228.9502558
21489728,428.0134735,21736480,24.855093,23152144,767.4470006
21518176,41.83010445,21753216,352.3496094,23161696,405.7973398
21527184,289.7697052,21762416,315.235321,23199904,173.4607252
21583664,165.4640579,21792512,219.0564728,23231744,233.7493767
21641856,186.9696579,21865376,50.65330505,23241296,476.1800879
21643840,80.15839233,21869808,466.636261,23273136,238.3523251
21671840,581.9417358,21880160,196.0401764,23279504,555.5527311
21674944,0,21908272,0,23311344,920.4869319
21722640,256.5383972,21911408,231.7431793,23320896,573.8961497
21734784,489.9890259,21973776,520.9151001,23352736,320.1641688
21748784,19.72702847,22153024,547.1246948,23359104,259.859044
21806704,59.27874527,22182160,546.2492676,23390944,442.4963009
21813728,471.0066833,22193072,524.3212891,23432336,649.9121874
21841152,35.55689392,22206560,207.7781372,23438704,323.3911444
21888128,318.0675201,22210784,172.0010223,23470544,576.0585898
21896960,67.0769989,22237888,6.053294659,23480096,264.2200746
21985136,0,22271776,156.3677521,23511936,235.3793458
22024544,157.5973251,22280192,438.5419922,23518304,801.5425658
22039040,568.0833618,22381616,80.58119965,23550144,535.0831278
22059616,164.2123306,22433808,53.54672241,23559696,271.7995667
22089536,392.0960632,22460048,275.9992065,23591536,489.487307
22098880,524.5434448,22481872,66.37750244,23597904,320.225429
22100784,333.4724945,22490368,0,23629744,442.9365162
22108128,2.357693052,22528096,499,23639296,467.126071
22112240,341.803894,22548032,98.48244476,23671136,520.7080038
22129840,76.67164078,22561488,484.6743164,23709344,260.1658858
22147200,567.0749268,22610944,0,23718896,191.6986551
22163984,420.1165283,22699536,0,23750736,329.940584
22208208,0,22732624,629.1934204,23757104,861.3282377
22210128,359.3580963,22749232,697.9559326,23788944,75.3132537
22238176,195.7338638,22770048,246.653595,23798496,528.9136074
22263728,0,22801792,0,23830336,277.6795934
22279184,397.2740295,22835584,342.8613586,23836704,553.4801587
22337776,99.23269043,22866384,188.0925903,23868544,425.5810467
22374960,438.1472626,22917296,369.7400208,23878096,496.6909184
22456128,1.034050691,22943904,168.3588104,23916304,343.8948759
22470976,52.85211067,22962368,42.45145416,23948144,757.6164474
22495264,416.2846893,22984512,376.9689026,23957696,495.9519498
22500240,131.331102,23065072,0,23989536,766.1672373
22502800,593.8966736,23114192,150.7875671,23995904,497.9968023
22503072,53.1021801,23131952,0,24027744,316.1440617
22575280,284.3897827,23141920,234.6549988,24037296,583.7771071
22597056,321.809491,23163680,570.5886841,24069136,629.3067297
22618080,538.6028687,23177888,203.9967041,24075504,755.8144322
22620064,21.74820728,23240992,130.5653229,24116896,624.3342662
22643360,644.5953369,23287456,24.86875725,24148736,459.7411599
22661776,185.8620575,23310928,175.9763336,24155104,27.46666667
22667424,388.8858307,23311792,744.0175781,24196496,688.5663268
22693856,517.8470581,23324832,99.03379059,24228336,475.5042697
22698752,563.9846375,23329680,338.0165405,24234704,373.5721504
22719904,400.3701691,23362960,0,24266544,327.9455627
22732544,482.1487976,23366848,210.4012604,24276096,541.3195995
22796320,0,23403632,516.2738647,24307936,216.0605574
22830080,482.6059937,23498448,137.5129852,24314304,170.612096
22901824,599.9505249,23500928,698.5217896,24346144,558.899523
22937648,152.825235,23516576,1.602304816,24355696,393.0748198
22948880,0,23547488,88.17986298,24387536,203.7655262
22961952,115.620694,23621632,439.3766785,24425744,398.7255596
22980112,83.47031021,23670864,197.2511749,24435296,75.8595818
22997280,389.2735382,23684336,98.32278442,24467136,746.4665128
23012768,538.5609558,23694368,431.4085693,24473504,796.5247874
23059168,411.2388062,23697456,455.1441345,24505344,503.3224696
23131696,510.7998779,23725648,66.83655548,24514896,738.4574596
23145616,234.2499664,23731776,473.6782227,24546736,197.6483593
23159872,182.9781738,23748016,6.747653484,24553104,783.1393726
23169200,629.5769714,23774224,494.6651001,24584944,681.7022492
23207600,218.8851746,23786416,75.27172089,24594496,171.6103013
23235760,138.3403519,23803824,391.4441833,24626336,397.0578348
23265408,245.5502838,23813328,376.8765259,24632704,142.13574
23277056,281.4238037,23819024,491.2274475,24664544,492.738091
23318320,437.7703491,23825904,328.0367737,24705936,152.9516107
23329760,49.45355873,23842896,249.959549,24712304,458.6818414
23344784,615.7387024,23905952,6.796314716,24744144,348.5644371
23363152,319.4540497,23905984,320.3259277,24753696,83.99864476
23402640,55.23270721,23923616,410.8652954,24785536,167.9434323
23412096,0,24033168,0,24791904,584.5638933
23442736,445.6631744,24037360,58.14430618,24823744,705.3222453
23461184,565.4533447,24091072,389.5946655,24833296,575.96551
23502224,710.2694092,24116608,0,24865136,333.7090584
23534048,192.2516647,24127328,87.94263458,24871504,296.2254314
23567760,0,24141504,378.3702698,24912896,635.8219109
23607104,74.87455902,24186528,422.0226746,24944736,317.0662683
23626944,28.05350132,24199520,160.4478607,24951104,656.9922327
23635808,0,24227824,368.202179,24982944,553.7576522
23662560,317.2413757,24228208,341.5490112,24992496,423.0121489
23693648,9.767908287,24259824,389.3754883,25024336,139.5163622
23785136,129.2387421,24266880,48.24445343,25030704,152.5140404
23832464,302.9214386,24273184,0,25062544,399.3728055
23926704,59.09518433,24299776,321.9663391,25072096,506.5550808
24077248,360.8524017,24306656,521.8766479,25103936,338.4023722
24092432,358.5262115,24316912,331.1586304,25110304,565.4957016
24102016,32.93547707,24349696,188.5448914,25142144,317.2635847
24134080,203.2583313,24408848,228.3467102,25151696,443.4630649
24136848,273.3125977,24466784,0,25221744,29.23333333
24179136,400.6543304,24499104,387.772522,25231296,812.0651878
24183200,495.7979919,24528992,18.17204094,25263136,381.4846097
24216112,352.4904053,24545712,68.75616455,25269504,413.6819819
24298288,0,24634384,0,25301344,294.2547192
24337968,305.2121155,24668656,55.42905807,25310896,608.7233322
24339904,54.5916069,24669664,348.9185791,25342736,298.6481007
24369088,66.5284584,24695936,208.5822296,25349104,595.89765
24373984,497.5989807,24718208,422.7688599,25380944,262.0021117
24378528,479.0677917,24718576,236.8391113,25422336,333.7366057
24399872,629.447168,24721232,299.2476501,25428704,540.0793249
24415472,494.2354065,24727264,720.5777588,25460544,612.2154594
24423392,377.6413513,24754480,292.7052612,25470096,640.2452048
24462640,566.4127258,24803488,14.77343845,25501936,382.5585445
24497376,86.33090973,24840784,485.3677063,25508304,662.4411152
24525792,147.5363068,24841728,84.31459808,25540144,874.490951
24602368,158.6464371,24858736,161.4139862,25581536,375.9705478
24622448,4.07656374,24870176,570.2050781,25587904,675.610872
24714336,592.6980652,24877120,417.8870239,25619744,590.447476
24723584,354.8700714,24899360,36.01613998,25629296,154.9473393
24775728,1.062549376,24904736,419.5827942,25661136,414.9597319
24784032,342.2600189,24912640,215.8789978,25699344,93.45145881
24797312,269.2087372,24953312,272.8729248,25708896,500.8110854
24868720,76.93242874,24972736,10.64633274,25740736,452.5554954
24919760,85.12836685,24995424,126.2214737,25747104,43.56061771
24937952,254.2950714,25014160,121.2195129,25778944,330.2213518
25038032,535.1293762,25017520,485.020752,25788496,871.2436781
25095568,487.9576538,25047360,38.48585129,25820336,1020.818673
25105552,493.6625793,25069568,326.1446838,25826704,604.9027252
25191424,629.8366882,25141520,4.954684734,25858544,583.1933547
25198784,354.7942657,25157136,521.013916,25868096,424.2261014
25219360,0,25166304,45.46358871,25906304,462.0906038
25242032,75.33797607,25166416,78.12827301,25938144,198.0440596
25251136,247.764386,25168624,427.5134888,25947696,444.4672087
25254592,462.4334473,25204416,71.4557724,25979536,627.3557804
25276528,372.6557556,25260256,461.594574,25985904,785.2712733
25294288,619.1462769,25354448,53.79780579,26017744,570.390173
25324960,329.3559174,25381104,0,26027296,585.5202554
25337824,79.51688004,25393184,112.1560364,26059136,299.0185657
25341696,623.3514587,25405008,245.1830292,26065504,762.7008221
25363680,484.1802795,25439664,350.9710693,26097344,196.0182289
25387712,678.0919922,25499840,24.38612938,26106896,572.0158117
25464640,124.0577271,25515520,0,26138736,30.76666667
25465872,317.4475067,25578336,159.0877991,26145104,369.503341
25472720,381.383075,25617024,481.9337769,26186496,918.6509789
25485344,222.8315872,25639552,29.18092537,26218336,30.9
25517968,419.7179718,25657136,370.789093,26224704,201.5324662
25527760,242.5829315,25664912,69.9529953,26256544,283.774971
25541072,0,25697536,643.6956787,26297936,888.6184311
25556416,181.9559509,25706480,218.7969513,26304304,31.06666667
25609152,221.4973526,25736640,96.04303741,26336144,732.7358077
25617408,0,25774096,33.41106033,26345696,485.0129473
25620112,252.9659729,25786272,535.692688,26377536,504.608067
25622064,0,25801616,47.21948624,26415744,439.3528899
25638320,561.1236877,25832144,0,26425296,314.6381343
25705680,572.7721069,25862000,28.87175751,26457136,190.1339475
25762416,207.0836334,25888768,0,26463504,890.8704779
25812528,10.42844324,25909024,61.58784103,26495344,465.5110241
25849664,666.8450134,25922192,495.2876282,26504896,381.5454662
25854656,6.55950222,25952320,0,26536736,33.22117675
25904960,589.1844177,25992672,473.7387085,26543104,201.4731817
25979392,431.6490967,26018064,306.2713013,26574944,365.5030355
26029424,234.9936035,26080240,204.7980194,26584496,587.8157163
26044352,393.1478394,26127872,505.4331665,26616336,31.56666667
26079088,448.3771271,26262848,428.1034851,26622704,373.1470452
26085888,63.48950272,26270976,494.6858215,26654544,429.0165653
26102368,364.0057526,26271520,424.391449,26695936,685.9758704
26135824,443.6634155,26315216,480.5317993,26702304,294.7116594
26181024,125.8505173,26337840,128.057373,26734144,166.0644121
26240288,0,26359904,92.31891632,26743696,364.0939989
26253568,441.9949219,26361840,7.966937065,26775536,508.813801
26258640,639.7335571,26386592,592.5256348,26781904,465.1395577
26291408,397.7786316,26395216,416.6841125,26823296,435.8983221
26315280,551.6689636,26417664,564.0432739,26855136,486.9002177
26357952,8.798294449,26420464,419.8834839,26861504,578.1376899
26361792,66.39185715,26478304,3.129238367,26902896,297.5986679
26390000,33.04061279,26499072,337.9159241,26934736,435.5068143
26432416,491.6243408,26537712,468.478363,26941104,622.9951791
26475552,407.8817688,26556480,66.17359161,26972944,628.1510956
26505696,367.5596924,26567760,488.0311584,26982496,648.4368217
26648528,408.5965118,26590016,0,27014336,391.6343667
26659168,551.8279907,26596560,125.7261505,27020704,1043.997861
26668144,63.3742012,26624240,0,27052544,527.8288351
26788064,480.8958618,26656976,170.6313629,27062096,454.3826972
26798496,502.6252258,26714240,145.6790924,27093936,566.098519
26812400,187.61586,26737200,504.728241,27100304,332.5643634
26875008,539.2402954,26778256,76.44490051,27132144,334.1763787
26885776,84.80602798,26779152,23.56732941,27141696,979.4741193
26897232,131.2926086,26890880,0,27179904,668.3588408
26943616,0,26904672,575.8109741,27211744,914.3571994
26952640,64.68013916,26997344,402.3255615,27221296,376.948137
26977728,178.0672302,27010896,267.3538513,27253136,413.6519046
27000176,464.6235718,27020880,76.18383789,27259504,258.1828142
27051104,62.63483505,27072544,505.2671509,27291344,361.0086912
27092848,0,27104720,423.6487122,27300896,511.3635371
27098144,403.8952698,27210192,45.93032837,27332736,252.0973103
27116144,33.98384056,27227440,462.0231934,27370944,408.5837342
27134448,320.571991,27248752,461.594574,27412336,680.7157355
27164064,139.5330414,27251120,63.01291275,27418704,32.93333333
27192912,0,27293584,302.5837402,27450544,873.6755092
27223712,79.65300751,27309104,475.5644836,27460096,487.3855077
27227648,498.7766052,27383792,264.821167,27491936,44.71556716
27246528,458.2443878,27390784,254.8144379,27498304,635.0310177
27267904,183.8139038,27424336,431.6437988,27530144,419.2378655
27312256,438.2940125,27458912,154.1926575,27539696,332.9147154
27331888,160.3862183,27482400,423.9341736,27571536,472.432369
27337824,440.1366669,27489728,111.6219635,27577904,446.8985519
27345424,343.5665955,27493392,494.5656433,27609744,179.7273813
27357440,0,27549296,0,27619296,458.9877783
27388880,213.2527588,27557296,283.2223206,27651136,504.3151002
27406864,241.0254547,27567248,363.1814575,27689344,351.1698928
27444912,548.0877502,27574848,34.01862717,27698896,505.5677851
27473216,214.2066055,27642368,108.1902924,27730736,416.5989101
27474880,375.1565735,27647744,135.0336456,27737104,33.46666667
27481264,4.795929193,27668144,7.759222984,27768944,268.9670983
27525040,583.6101196,27668304,405.1535034,27778496,524.4437698
27563920,271.7372955,27672544,0,27810336,408.7345779
27566832,92.95123672,27732960,532.8399048,27816704,190.6291488
27620624,423.963858,27770992,232.3383179,27848544,94.57039221
27633600,201.0500931,27781792,268.4645081,27858096,242.6235426
27642288,95.12299347,27786944,381.0785828,27896304,653.1894363
27667376,32.99653015,27798352,218.1962891,27928144,507.6762657
27680768,243.4966644,27850176,232.9037933,27937696,285.0493797
27687776,355.0521149,27875408,335.507782,27969536,797.9154243
27696512,298.8083771,27887888,522.6270142,27975904,345.6806161
27720144,623.2988892,27932288,71.72002411,28007744,588.6906653
27735424,435.4293274,27986848,544.0560303,28017296,181.9314405
27738160,278.6209991,27992880,206.703064,28049136,578.9911625
27752704,150.9273193,28004736,550.1708374,28055504,119.1912498
27757568,435.3362183,28007552,0,28087344,307.1666049
27761968,70.43709869,28038592,534.7077026,28096896,160.968041
27797520,366.6154175,28060976,26.03376389,28128736,381.6502351
27865312,307.5553619,28098192,476.6832581,28135104,560.2505583
27874944,27.75231285,28130320,72.22944641,28176496,326.0008243
27907360,317.7042847,28179440,100.9738159,28208336,34.23333333
27960112,141.695961,28184448,454.7702942,28214704,231.8666231
28016048,173.8319595,28201584,179.8983917,28246544,831.6403
28036048,2.094056368,28251504,58.74840164,28256096,376.3607608
28077776,530.9665466,28312640,390.7845154,28287936,511.4344212
28087968,417.3277588,28334656,134.9329376,28294304,851.8836468
28106864,0,28346544,0,28326144,1011.683749
28129440,502.8191895,28386848,364.1560059,28335696,253.2270118
28140752,0,28399360,576.3183594,28367536,564.3114684
28164272,0,28404832,240.8747101,28405744,590.8175683
28193424,139.1726624,28414848,318.8347168,28415296,433.6035458
28265328,0,28454768,339.5549927,28453504,589.0477257
28270768,454.8898499,28461280,405.4267578,28485344,495.1990942
28280624,383.6793549,28463840,319.6909485,28494896,498.147999
28318640,116.5438202,28476064,202.9167175,28526736,507.050029
28325616,10.07738714,28477120,409.5839233,28533104,380.2376911
28402736,0,28488784,186.4131927,28564944,204.9174851
28420240,335.2367615,28507920,636.4746094,28574496,320.3326193
28465872,70.11937408,28511072,268.8941345,28606336,179.493819
28497920,1.816879892,28539664,625.0830078,28612704,278.2293634
28554672,429.1187531,28549968,232.6968536,28644544,552.6408714
28562736,50.26252327,28568768,343.7187195,28685936,745.6157665
28584592,370.3129486,28605184,8.330804825,28692304,535.0715373
28608240,0,28628032,549.7250977,28724144,634.9924191
28643344,551.4431396,28638800,391.1621094,28733696,381.627266
28658288,348.2773132,28652928,256.4414368,28765536,613.1700573
28703488,520.0057068,28657312,327.2062988,28771904,407.0308062
28717296,332.5908417,28676128,295.9286804,28813296,220.3707929
28721360,319.1467346,28737840,193.5680695,28845136,495.9371902
28733504,147.6433136,28757056,266.6559143,28851504,753.5898068
28739872,35.21854935,28780512,404.4369202,28892896,35.4
28757296,88.12260132,28855712,284.0242615,28924736,553.9168405
28814352,60.52838516,28856848,37.93397903,28931104,147.7131205
28848944,244.9164001,28921776,175.3343811,28962944,490.1984378
28860384,48.8812397,28942368,16.92974091,28972496,406.2989691
28883328,473.8436279,28954864,57.53340912,29004336,44.80516155
28887936,591.4096985,28955024,229.0444031,29010704,551.5579005
28932880,447.1026581,28965760,67.51682281,29042544,737.180413
28952048,386.1908295,28973968,322.521698,29052096,636.3845741
28955616,0,28993168,264.2305603,29083936,735.8724197
28979648,678.0919922,29037424,714.8588867,29090304,631.1244417
29006992,405.2195068,29079936,425.7932129,29122144,663.3314896
29007552,279.172403,29098976,230.8709106,29131696,608.8994938
29007568,236.8634216,29120080,0,29169904,234.6507649
29088352,72.58592834,29154304,0,29201744,297.8125549
29107424,0,29155360,35.70344925,29211296,479.2324486
29123424,459.8986267,29194656,233.2691345,29243136,446.99257
