256016,0,,Metrics,Value,Rounded
11171136,273.8159244,,,,
11198816,112.3849802,,,,
11207104,472.519155,,,,
11220576,207.1304523,,,,
11227888,239.8082585,,,,
11252000,115.6684686,,,,
11320192,528.2588973,,,,
11338480,121.5543347,,,,
11384656,392.3327814,,,,
11410000,131.9201735,,,,
11470768,206.4485706,,,,
11494560,412.3303093,,,,
11513248,134.5710348,,,,
11546960,321.7425911,,,,
11555808,657.0833637,,,,
11563312,362.9916611,,,,
11622240,167.0928803,,,,
11676928,561.6416694,,,,
11705120,569.6086483,,,,
11726384,331.2895513,,,,
11730128,0,,,,
11755808,335.2543599,,,,
11785984,353.6221678,,,,
11797936,676.8131157,,,,
11870464,4.922395627,,,,
11977488,434.1983148,,,,
12052176,0,,,,
12115104,210.3825046,,,,
12120560,475.3063913,,,,
12150912,176.4553385,,,,
12176544,0,,,,
12185520,510.7403455,,,,
12201168,318.1434029,,,,
12223232,465.9035764,,,,
12262192,86.35299765,,,,
12281968,275.1094656,,,,
12296896,461.3298109,,,,
12306944,61.28653163,,,,
12352976,166.855098,,,,
12361328,80.23765418,,,,
12370912,80.27454868,,,,
12412928,517.729796,,,,
12447152,10.43418989,,,,
12468992,420.382784,,,,
12492128,23.8993083,,,,
12496976,223.8313026,,,,
12515088,0,,,,
12531520,20.67497525,,,,
12570864,99.96941986,,,,
12580880,0,,,,
12605440,0,,,,
12757392,0,,,,
12767648,6.046837845,,,,
12770752,0,,,,
12818800,59.44915855,,,,
12826656,64.28324827,,,,
12844736,302.27775,,,,
12876176,540.6062161,,,,
12880656,82.13193794,,,,
12881728,643.4851823,,,,
12949600,644.5703252,,,,
12981200,187.7304704,,,,
13030592,101.2771641,,,,
13132960,79.97491539,,,,
13199104,334.7259137,,,,
13204400,243.8910141,,,,
13208032,516.5702741,,,,
13271792,78.34765959,,,,
13282352,12.86522351,,,,
13300560,153.2073132,,,,
13310000,75.74973913,,,,
13315600,0,,,,
13325136,82.30719245,,,,
13363632,0,,,,
13377808,542.0057795,,,,
13444320,363.2400115,,,,
13468672,293.7069429,,,,
13501232,396.7209718,,,,
13511552,193.7672073,,,,
13524576,455.035959,,,,
13527600,0,,,,
13529216,376.5934527,,,,
13541328,230.4189329,,,,
13565680,414.4029512,,,,
13585136,572.4025031,,,,
13596320,101.3950637,,,,
13602288,19.50878593,,,,
13653600,229.5838081,,,,
13670544,197.1825651,,,,
13675136,378.4457367,,,,
13692448,577.4662935,,,,
13699024,711.6290878,,,,
13705984,490.5292501,,,,
13735664,574.9909848,,,,
13756224,529.2214695,,,,
13803520,29.49857508,,,,
13820448,361.61797,,,,
13833168,410.8541321,,,,
13835696,557.9624291,,,,
13864144,351.1733043,,,,
13908672,432.4220429,,,,
14013632,278.9223073,,,,
14019632,102.710329,,,,
14039536,26.9207122,,,,
14067840,389.9194172,,,,
14078064,0,,,,
14088800,466.2936079,,,,
14100816,116.131143,,,,
14186400,209.6842439,,,,
14194096,273.1533489,,,,
14205392,572.9514066,,,,
14205408,246.7375569,,,,
14232544,17.33861552,,,,
14261696,0,,,,
14281024,29.33243885,,,,
14334752,83.82639094,,,,
14357920,694.2352842,,,,
14410256,139.4716693,,,,
14416768,107.2639853,,,,
14432448,460.2299699,,,,
14481120,277.4225214,,,,
14508208,627.5121441,,,,
14514800,232.6112108,,,,
14515120,132.6603146,,,,
14570160,0,,,,
14595440,530.9806652,,,,
14600080,426.0636394,,,,
14657120,451.8087518,,,,
14678592,506.7265715,,,,
14710976,89.54917769,,,,
14732032,563.9081666,,,,
14759424,505.0944161,,,,
14760592,589.8614027,,,,
14764704,603.4447428,,,,
14765008,500.1517066,,,,
14798032,509.9666432,,,,
14817104,469.8011403,,,,
14837888,304.6125809,,,,
14859920,509.2698986,,,,
14889360,379.5288454,,,,
14906880,276.5027313,,,,
14919024,280.1452635,,,,
14942736,426.6395037,,,,
14946000,15.2639735,,,,
14961520,224.7119654,,,,
15010512,164.530554,,,,
15012944,22.39788923,,,,
15032336,586.2743627,,,,
15037840,290.8905681,,,,
15058736,89.97763984,,,,
15058992,501.9050574,,,,
15117344,432.606472,,,,
15187632,92.40225014,,,,
15194720,485.0944815,,,,
15204576,621.5125419,,,,
15210432,37.22875684,,,,
15267840,145.8584914,,,,
15294960,69.12096499,,,,
15307296,40.28586443,,,,
15327408,85.93818958,,,,
15447536,359.6106819,,,,
15471680,96.60421266,,,,
15514576,347.3178293,,,,
15517008,457.3770071,,,,
15529776,389.0160386,,,,
15560320,0,,,,
15632096,503.6942224,,,,
15656304,316.940474,,,,
15688144,533.8112512,,,,
15702880,106.341016,,,,
15717456,579.8746724,,,,
15722608,135.6672251,,,,
15735824,146.1269165,,,,
15773168,551.2095245,,,,
15796704,375.5852387,,,,
15799328,0,,,,
15806864,0,,,,
15822512,421.5386958,,,,
15844768,397.2016563,,,,
15871936,495.5321849,,,,
15911520,3.411054533,,,,
15911744,517.5558248,,,,
15931568,588.2671819,,,,
15968992,554.0358127,,,,
15989616,435.1436677,,,,
16008320,198.6279593,,,,
16017776,105.1595005,,,,
16053184,124.0717399,,,,
16113168,90.24567566,,,,
16181952,483.882814,,,,
16203264,91.16428206,,,,
16217632,495.3883549,,,,
16223984,551.9000231,,,,
16227136,286.4757033,,,,
16242480,433.3675677,,,,
16245696,187.8739448,,,,
16273008,443.6959659,,,,
16302912,45.18738085,,,,
16304896,426.4058517,,,,
16317280,225.3515114,,,,
16355088,82.77660965,,,,
16356032,246.3260246,,,,
16374288,22.46555673,,,,
16398848,103.5368162,,,,
16483856,253.2953379,,,,
16554768,614.4598863,,,,
16561312,458.2228537,,,,
16562080,289.1302551,,,,
16582464,533.7944615,,,,
16666640,322.6224755,,,,
16747968,171.3859925,,,,
16812496,80.32823119,,,,
16894288,275.8681832,,,,
16913728,179.3623588,,,,
16944304,70.41589188,,,,
16948592,527.4566009,,,,
16985552,166.6257622,,,,
16996464,65.51629053,,,,
17020496,29.72457928,,,,
17039504,488.8635726,,,,
17040288,162.8406349,,,,
17060080,274.7757341,,,,
17064240,549.7737457,,,,
17090208,285.9475721,,,,
17100752,484.7031608,,,,
17115824,530.8752854,,,,
17123552,0,,,,
17188304,472.3556701,,,,
17210032,281.6729559,,,,
17230256,289.5278505,,,,
17265312,484.8175945,,,,
17278016,0,,,,
17327696,581.4625328,,,,
17356640,127.8451742,,,,
17373744,83.55167253,,,,
17378160,0,,,,
17393472,70.00511609,,,,
17503920,0,,,,
17521472,273.4349634,,,,
17540480,386.0075562,,,,
17550784,377.1245062,,,,
17565584,0,,,,
17572816,672.7924653,,,,
17688704,323.845489,,,,
17751376,79.75387197,,,,
17752928,278.265474,,,,
17798320,415.565281,,,,
17798832,400.2829707,,,,
17804320,577.7360749,,,,
17812736,84.98398872,,,,
17839664,142.1375434,,,,
17852720,468.9941165,,,,
17870256,295.1128956,,,,
17871664,233.5948632,,,,
17879840,284.080418,,,,
17886208,537.595241,,,,
17907760,506.3306092,,,,
18030832,269.4874834,,,,
18042832,428.0293543,,,,
18056496,647.2570811,,,,
18073408,164.9590088,,,,
18104848,57.95774193,,,,
18129760,4.094768159,,,,
18146752,99.80713527,,,,
18162528,369.3045377,,,,
18176592,198.401723,,,,
18178064,224.7699604,,,,
18210896,0,,,,
18228752,380.8970641,,,,
18236448,59.64785306,,,,
18246672,495.4505856,,,,
18320960,322.9659484,,,,
18398640,0,,,,
18418496,8.995280958,,,,
18459840,542.5003026,,,,
18470000,83.18818309,,,,
18493168,180.5771099,,,,
18595344,85.99819235,,,,
18612336,729.2243108,,,,
18618864,289.1083941,,,,
18628672,666.1964557,,,,
18628720,770.0121277,,,,
18685344,348.1149398,,,,
18691616,125.9166648,,,,
18712992,509.0040136,,,,
18713696,336.9299795,,,,
18726624,215.8571396,,,,
18756752,0,,,,
18764624,297.455405,,,,
18817760,142.8029286,,,,
18845504,352.9364826,,,,
18850688,0,,,,
18853600,0,,,,
18876528,385.5518844,,,,
18901920,451.1030106,,,,
18958352,596.3029813,,,,
18965184,527.5779109,,,,
18984672,593.2542437,,,,
19087664,152.2698599,,,,
19105232,596.4891008,,,,
19139232,283.821524,,,,
19144368,416.8836464,,,,
19154784,437.3843786,,,,
19176400,161.2932501,,,,
19226560,571.5057718,,,,
19292432,275.8604971,,,,
19356960,0,,,,
19439280,115.0776483,,,,
19497376,561.277854,,,,
19510240,476.0027348,,,,
19526832,101.9887116,,,,
19540128,47.7949595,,,,
19563888,372.041978,,,,
19575744,0,,,,
19583408,312.3679119,,,,
19588496,442.1082488,,,,
19593024,161.4427473,,,,
19606928,100.3437284,,,,
19625680,111.6645601,,,,
19638176,583.3112354,,,,
19716496,561.1366026,,,,
19816736,0,,,,
19832656,29.970515,,,,
19891152,544.4874487,,,,
19915136,279.0840444,,,,
19925184,380.2831506,,,,
19950080,682.7978191,,,,
19951296,429.4467388,,,,
19964336,54.81153974,,,,
19978416,398.9498212,,,,
19984112,329.6121267,,,,
20015248,403.9565093,,,,
20029664,351.4852035,,,,
20037888,138.5935625,,,,
20057056,654.8665479,,,,
20063904,101.9887116,,,,
20092880,406.9240775,,,,
20106144,214.5279705,,,,
20292528,502.7063796,,,,
20325904,0,,,,
20372416,74.00637441,,,,
20372528,656.3769922,,,,
20398576,428.8588695,,,,
20414624,249.7086098,,,,
20465248,21.41939304,,,,
20466848,2.239339123,,,,
20508912,581.7811363,,,,
20543200,353.1810509,,,,
20582752,0,,,,
20603104,221.8254371,,,,
20609088,3.017897305,,,,
20616048,215.5899926,,,,
20639488,357.830628,,,,
20642224,159.8134967,,,,
20664896,274.4119741,,,,
20702256,11.89458706,,,,
20716864,191.0051742,,,,
20717024,415.0165209,,,,
20732688,303.5018235,,,,
20761232,595.4854424,,,,
20829728,89.03161509,,,,
20844880,41.82805895,,,,
20848448,581.2834616,,,,
20898096,140.390643,,,,
20903888,495.3108242,,,,
20909056,21.14753222,,,,
20959040,66.5670952,,,,
21055104,318.564034,,,,
21063040,168.7611467,,,,
21088208,212.1762653,,,,
21094784,535.4263877,,,,
21110928,0,,,,
21188560,258.6839352,,,,
21197792,49.79530648,,,,
21214928,431.3004268,,,,
21238832,563.1750347,,,,
21280176,674.1273339,,,,
21280848,119.0071535,,,,
21307280,92.44107504,,,,
21318976,289.8977686,,,,
21361216,459.2388035,,,,
21377104,385.3127025,,,,
21418608,556.876484,,,,
21429424,141.2081989,,,,
21477232,490.5309119,,,,
21488816,487.8807724,,,,
21489728,446.4888752,,,,
21518176,45.84121036,,,,
21527184,302.27775,,,,
21583664,176.9922914,,,,
21641856,199.9962324,,,,
21643840,85.74319835,,,,
21671840,607.061523,,,,
21674944,0,,,,
21722640,274.4119741,,,,
21734784,511.1396313,,,,
21748784,21.61866134,,,,
21806704,64.96300852,,,,
21813728,491.337907,,,,
21841152,38.96645909,,,,
21888128,331.7970533,,,,
21896960,73.50903989,,,,
21985136,0,,,,
22024544,168.5774666,,,,
22039040,592.6049458,,,,
22059616,175.6533536,,,,
22089536,409.0210731,,,,
22098880,547.1856079,,,,
22100784,347.8669907,,,,
22108128,2.583773208,,,,
22112240,356.5580189,,,,
22129840,84.02371592,,,,
22147200,591.5529812,,,,
22163984,438.2510547,,,,
22208208,0,,,,
22210128,374.8699566,,,,
22238176,209.3710592,,,,
22263728,0,,,,
22279184,414.4225488,,,,
22337776,106.1464435,,,,
22374960,457.0600941,,,,
22456128,1.133206237,,,,
22470976,57.92012128,,,,
22495264,434.2538126,,,,
22500240,140.4812198,,,,
22502800,619.5325012,,,,
22503072,58.19416997,,,,
22575280,296.6656007,,,,
22597056,335.7005482,,,,
22618080,561.8519134,,,,
22620064,23.83365181,,,,
22643360,672.419596,,,,
22661776,198.8114631,,,,
22667424,405.6722694,,,,
22693856,540.2001685,,,,
22698752,588.3292981,,,,
22719904,417.6523347,,,,
22732544,502.9609759,,,,
22796320,0,,,,
22830080,503.4379071,,,,
22901824,625.8476699,,,,
22937648,163.4728948,,,,
22948880,0,,,,
22961952,123.6762342,,,,
22980112,89.28586461,,,,
22997280,406.0767125,,,,
23012768,561.8081913,,,,
23059168,428.9901216,,,,
23131696,532.8487935,,,,
23145616,250.5706608,,,,
23159872,195.7266531,,,,
23169200,656.7529558,,,,
23207600,234.1353712,,,,
23235760,147.978819,,,,
23265408,262.6582954,,,,
23277056,293.5715938,,,,
23318320,456.6669109,,,,
23329760,54.1956808,,,,
23344784,642.3173514,,,,
23363152,333.2434331,,,,
23402640,60.5289942,,,,
23412096,0,,,,
23442736,464.9004337,,,,
23461184,589.8614027,,,,
23502224,740.9285204,,,,
23534048,205.6462479,,,,
23567760,0,,,,
23607104,82.05431125,,,,
23626944,30.74356309,,,,
23635808,0,,,,
23662560,330.935248,,,,
23693648,10.70455703,,,,
23785136,138.2430807,,,,
23832464,315.9971842,,,,
23926704,64.76184584,,,,
24077248,376.4287644,,,,
24092432,374.0021631,,,,
24102016,36.0936735,,,,
24134080,217.4197724,,,,
24136848,285.1102638,,,,
24179136,417.9487619,,,,
24183200,517.1993441,,,,
24216112,367.7058185,,,,
24298288,0,,,,
24337968,318.3867392,,,,
24339904,59.82641852,,,,
24369088,72.90789962,,,,
24373984,519.0780734,,,,
24378528,499.746977,,,,
24399872,656.6175494,,,,
24415472,515.5693089,,,,
24423392,393.9424168,,,,
24462640,590.862196,,,,
24497376,92.34576819,,,,
24525792,157.8154757,,,,
24602368,169.6996725,,,,
24622448,4.467467112,,,,
24714336,618.2821543,,,,
24723584,370.188204,,,,
24775728,1.164437672,,,,
24784032,357.0338327,,,,
24797312,280.8292582,,,,
24868720,84.30951095,,,,
24919760,91.05944159,,,,
24937952,272.012351,,,,
25038032,558.228486,,,,
25095568,509.0205741,,,,
25105552,514.9717554,,,,
25191424,657.0238834,,,,
25198784,370.1091261,,,,
25219360,0,,,,
25242032,82.56216556,,,,
25251136,265.0266588,,,,
25254592,482.3946033,,,,
25276528,388.7416156,,,,
25294288,645.8720155,,,,
25324960,343.5727196,,,,
25337824,87.14178635,,,,
25341696,650.2587159,,,,
25363680,505.0801477,,,,
25387712,707.3621501,,,,
25464640,132.7010933,,,,
25465872,331.1502768,,,,
25472720,397.8456538,,,,
25485344,238.3567388,,,,
25517968,437.8352943,,,,
25527760,259.4842013,,,,
25541072,0,,,,
25556416,194.6332098,,,,
25609152,236.9295452,,,,
25617408,0,,,,
25620112,270.5906513,,,,
25622064,0,,,,
25638320,585.3448541,,,,
25705680,597.4960827,,,,
25762416,221.5115915,,,,
25812528,11.42843095,,,,
25849664,695.6296902,,,,
25854656,7.188495584,,,,
25904960,614.6168386,,,,
25979392,450.2814318,,,,
26029424,251.3661087,,,,
26044352,410.1182497,,,,
26079088,467.7315355,,,,
26085888,69.57753723,,,,
26102368,379.7182311,,,,
26135824,462.8143543,,,,
26181024,134.618791,,,,
26240288,0,,,,
26253568,461.0738394,,,,
26258640,667.3479552,,,,
26291408,414.9489322,,,,
26315280,575.4820124,,,,
26357952,9.641966519,,,,
26361792,72.75819962,,,,
26390000,36.20889073,,,,
26432416,512.8455354,,,,
26475552,425.4881761,,,,
26505696,383.4255784,,,,
26648528,426.2337713,,,,
26659168,575.647904,,,,
26668144,69.4511794,,,,
26788064,501.6539566,,,,
26798496,524.3212787,,,,
26812400,200.6874568,,,,
26875008,562.5168549,,,,
26885776,90.71464468,,,,
26897232,140.4400444,,,,
26943616,0,,,,
26952640,70.88234428,,,,
26977728,190.4735536,,,,
27000176,484.6792655,,,,
27051104,68.64091512,,,,
27092848,0,,,,
27098144,421.329598,,,,
27116144,37.242565,,,,
27134448,334.4096309,,,,
27164064,149.2546058,,,,
27192912,0,,,,
27223712,87.29096713,,,,
27227648,520.3065306,,,,
27246528,478.0247211,,,,
27267904,196.6206102,,,,
27312256,457.2131785,,,,
27331888,171.5606679,,,,
27337824,459.1353719,,,,
27345424,358.3968083,,,,
27357440,0,,,,
27388880,228.110533,,,,
27406864,257.8182118,,,,
27444912,571.7462142,,,,
27473216,229.1308362,,,,
27474880,391.3503824,,,,
27481264,5.255812814,,,,
27525040,608.8019233,,,,
27563920,283.4669629,,,,
27566832,99.42734748,,,,
27620624,442.2644562,,,,
27633600,215.0576816,,,,
27642288,101.7504151,,,,
27667376,36.16058099,,,,
27680768,260.4615959,,,,
27687776,370.3781055,,,,
27696512,311.7065804,,,,
27720144,650.2038772,,,,
27735424,454.2248379,,,,
27738160,290.6478048,,,,
27752704,161.4427473,,,,
27757568,454.1277097,,,,
27761968,77.19134103,,,,
27797520,382.4405434,,,,
27865312,320.8311329,,,,
27874944,30.41349353,,,,
27907360,331.4181387,,,,
27960112,151.5682206,,,,
28016048,185.9432026,,,,
28036048,2.294856294,,,,
28077776,553.8859659,,,,
28087968,435.3419067,,,,
28106864,0,,,,
28129440,524.5236149,,,,
28140752,0,,,,
28164272,0,,,,
28193424,148.8691184,,,,
28265328,0,,,,
28270768,474.525383,,,,
28280624,400.2410537,,,,
28318640,124.6636765,,,,
28325616,11.04371193,,,,
28402736,0,,,,
28420240,349.7074131,,,,
28465872,76.84314968,,,,
28497920,1.991101252,,,,
28554672,447.6418647,,,,
28562736,55.08221728,,,,
28584592,386.2976802,,,,
28608240,0,,,,
28643344,575.2464406,,,,
28658288,363.3108663,,,,
28703488,542.4519963,,,,
28717296,346.9472809,,,,
28721360,332.9228526,,,,
28733504,157.9299379,,,,
28739872,38.59567052,,,,
28757296,94.26229076,,,,
28814352,66.33247689,,,,
28848944,261.9802476,,,,
28860384,53.56848186,,,,
28883328,494.2973097,,,,
28887936,616.9381747,,,,
28932880,466.4020534,,,,
28952048,402.8609372,,,,
28955616,0,,,,
28979648,707.3621501,,,,
29006992,422.7109963,,,,
29007552,291.2230103,,,,
29007568,253.366201,,,,
29088352,79.54622284,,,,
29107424,0,,,,
29123424,479.750366,,,,
29206288,211.4037774,,,,
29226880,345.0042579,,,,
29237520,396.4109064,,,,
29240704,536.3223168,,,,
29267120,206.2313098,,,,
29280320,521.4947613,,,,
29292464,341.4411131,,,,
29310288,561.5027101,,,,
29320288,570.6631915,,,,
29426368,274.0656379,,,,
29437184,129.0549454,,,,
29451008,494.7579669,,,,
29497920,376.7385146,,,,
29498688,588.9525232,,,,
29524304,90.08960481,,,,
29526720,242.0743668,,,,
29552000,539.5465729,,,,
29590592,598.9136392,,,,
29642960,575.1628359,,,,
29648672,562.0515563,,,,
29659584,0,,,,
29662624,70.97155929,,,,
29690640,547.2940821,,,,
29726592,102.9531426,,,,
29783200,142.8615847,,,,
29798336,233.5948632,,,,
29839152,398.4054733,,,,
29842112,177.2878926,,,,
29901360,0,,,,
29922448,33.87744517,,,,
29927664,448.2324272,,,,
29949584,185.6985455,,,,
29965232,584.7851778,,,,
