1761158138,89152,481.8064087,,Metrics,Value,Rounded,Simulated,% Change
1761164629,3540640,64.72597962,,,,,,
1761164719,3587840,372.7505401,,,,,,
1761164755,3607600,458.8131226,,,,,,
1761164793,3629136,142.0208404,,,,,,
1761164797,3631280,55.05428238,,,,,,
1761164850,3656704,462.3809326,,,,,,
1761164916,3692640,265.4710785,,,,,,
1761164920,3694864,3.88850441,,,,,,
1761164942,3705872,49.28891487,,,,,,
1761165037,3758528,94.40540082,,,,,,
1761165062,3770576,108.2783043,,,,,,
1761165068,3774304,350.9710511,,,,,,
1761165159,3824160,582.533844,,,,,,
1761165175,3832688,357.1284485,,,,,,
1761165250,3870544,328.9910614,,,,,,
1761165487,3998448,0,,,,,,
1761165499,4005040,99.05752719,,,,,,
1761165608,4065296,51.11135101,,,,,,
1761165625,4075088,439.4715271,,,,,,
1761165652,4089984,424.9134887,,,,,,
1761165826,4183856,0,,,,,,
1761165948,4246832,67.25087128,,,,,,
1761165968,4257712,297.2593598,,,,,,
1761166000,4274912,446.6064331,,,,,,
1761166032,4292080,189.8910599,,,,,,
1761166197,4374144,10.00966501,,,,,,
1761166309,4424672,30.77297287,,,,,,
1761166398,4471952,374.6001709,,,,,,
1761166438,4492320,128.0271835,,,,,,
1761166533,4544512,162.3012451,,,,,,
1761166559,4557648,0,,,,,,
1761166668,4617232,605.8428772,,,,,,
1761166686,4625680,52.94231872,,,,,,
1761166753,4662064,307.5893921,,,,,,
1761166806,4689456,594.8662171,,,,,,
1761166854,4714448,497.1018494,,,,,,
1761167019,4800640,0,,,,,,
1761167135,4861312,568.5705506,,,,,,
1761167147,4867568,0,,,,,,
1761167226,4908704,384.0815369,,,,,,
1761167280,4937648,275.2584412,,,,,,
1761167329,4963776,127.5290497,,,,,,
1761167338,4968720,412.554776,,,,,,
1761167387,4994240,236.9769654,,,,,,
1761167398,5000432,230.5512817,,,,,,
1761167402,5002624,299.357666,,,,,,
1761167553,5080096,484.6743347,,,,,,
1761167579,5093296,434.9641388,,,,,,
1761167638,5124768,44.9015213,,,,,,
1761167710,5161664,307.670224,,,,,,
1761167871,5249216,359.2291992,,,,,,
1761167882,5255584,512.7536866,,,,,,
1761167923,5276208,341.2560608,,,,,,
1761167940,5286224,361.6065308,,,,,,
1761167975,5304528,437.2754151,,,,,,
1761168086,5365744,0,,,,,,
1761168183,5418560,357.777768,,,,,,
1761168189,5422304,285.2808563,,,,,,
1761168307,5487632,39.89479752,,,,,,
1761168332,5501808,58.58988189,,,,,,
1761168476,5574624,143.1653412,,,,,,
1761168556,5619904,297.7158416,,,,,,
1761168611,5649968,298.3403046,,,,,,
1761168616,5652688,15.50535851,,,,,,
1761168638,5663392,248.5976166,,,,,,
1761168652,5669984,339.2720123,,,,,,
1761168687,5690192,516.1666443,,,,,,
1761168703,5699600,269.9777252,,,,,,
1761168717,5705472,237.7252166,,,,,,
1761168814,5758000,336.1412933,,,,,,
1761168820,5761440,276.5804535,,,,,,
1761168910,5807040,438.4847351,,,,,,
1761169014,5861840,312.469107,,,,,,
1761169029,5868912,369.2756744,,,,,,
1761169100,5907216,446.9671967,,,,,,
1761169244,5984720,51.78797493,,,,,,
1761169257,5992128,352.4904053,,,,,,
1761169274,6000224,19.26355305,,,,,,
1761169402,6064352,67.57285309,,,,,,
1761169416,6072384,325.0510346,,,,,,
1761169440,6085952,600.9246277,,,,,,
1761169519,6127728,341.4304962,,,,,,
1761169552,6147424,286.1862396,,,,,,
1761169572,6157184,195.9222519,,,,,,
1761169678,6212336,381.1205567,,,,,,
1761169707,6228048,0,,,,,,
1761169732,6242096,301.078125,,,,,,
1761169860,6309040,86.47715836,,,,,,
1761169912,6336176,0,,,,,,
1761169934,6348192,417.2054535,,,,,,
1761169942,6352448,375.3009064,,,,,,
1761169976,6370032,507.4156494,,,,,,
1761170015,6390896,499.9250061,,,,,,
1761170112,6443184,477.5676636,,,,,,
1761170144,6459776,510.7998779,,,,,,
1761170187,6483360,140.5334152,,,,,,
1761170208,6493168,487.9271668,,,,,,
1761170483,6639968,151.5956589,,,,,,
1761170515,6656528,354.3653595,,,,,,
1761170580,6693232,6.512459707,,,,,,
1761170659,6733600,91.53022383,,,,,,
1761170858,6844144,20.46204129,,,,,,
1761170879,6854432,302.3216125,,,,,,
1761170988,6911760,65.00337754,,,,,,
1761171102,6971520,0,,,,,,
1761171112,6977200,89.60962829,,,,,,
1761171194,7021360,457.5923218,,,,,,
1761171291,7072688,205.2307068,,,,,,
1761171431,7146944,134.8787796,,,,,,
1761171472,7168144,160.2975723,,,,,,
1761171825,7359280,0,,,,,,
1761171832,7363328,466.4894898,,,,,,
1761171866,7378656,324.5651642,,,,,,
1761171908,7401200,74.17829361,,,,,,
1761171968,7433440,500.7813355,,,,,,
1761171987,7443104,279.7051849,,,,,,
1761172057,7479504,161.1318329,,,,,,
1761172168,7538560,173.2452896,,,,,,
1761172340,7629952,324.834906,,,,,,
1761172387,7652480,0,,,,,,
1761172400,7659328,354.9876251,,,,,,
1761172432,7676768,80.51280441,,,,,,
1761172434,7677728,27.81704464,,,,,,
1761172518,7720848,72.66870347,,,,,,
1761172546,7735184,34.35666161,,,,,,
1761172548,7736352,210.292575,,,,,,
1761172610,7767968,85.72586517,,,,,,
1761172614,7769808,564.9122681,,,,,,
1761172641,7783696,497.046698,,,,,,
1761172666,7797984,370.11492,,,,,,
1761172756,7849216,25.70964031,,,,,,
1761172821,7883328,554.0434936,,,,,,
1761173031,7997920,1.671427989,,,,,,
1761173224,8099264,361.3716431,,,,,,
1761173265,8122624,89.15673752,,,,,,
1761173370,8177568,438.7904846,,,,,,
1761173376,8180768,48.35230637,,,,,,
1761173460,8224416,321.6977875,,,,,,
1761173566,8279392,75.94967423,,,,,,
1761173659,8328992,112.0402977,,,,,,
1761173844,8425184,118.007666,,,,,,
1761173938,8474720,354.4633026,,,,,,
1761173951,8482512,177.0114853,,,,,,
1761174098,8558208,291.9631805,,,,,,
1761174117,8568064,0,,,,,,
1761174189,8605360,449.9358674,,,,,,
1761174239,8634320,405.1009094,,,,,,
1761174249,8639408,103.1547684,,,,,,
1761174302,8667040,120.0338059,,,,,,
1761174344,8691632,397.9174713,,,,,,
1761174362,8702304,145.0461594,,,,,,
1761174407,8724976,55.84724465,,,,,,
1761174416,8729984,359.581723,,,,,,
1761174771,8915840,72.63561401,,,,,,
1761174863,8965376,425.7531189,,,,,,
1761174866,8967360,490.0947143,,,,,,
1761174952,9012032,57.92187195,,,,,,
1761174971,9022384,27.24958877,,,,,,
1761174973,9023376,22.46834564,,,,,,
1761175068,9075232,515.1908386,,,,,,
1761175079,9079856,40.53890534,,,,,,
1761175085,9083072,311.3572357,,,,,,
1761175265,9178640,270.9135956,,,,,,
1761175291,9192752,415.9066773,,,,,,
1761175368,9233728,50.80972481,,,,,,
1761175550,9329680,0,,,,,,
1761175563,9336576,92.95123671,,,,,,
1761175590,9349504,332.4988861,,,,,,
1761175638,9374608,0.895570654,,,,,,
1761175672,9394240,243.0178802,,,,,,
1761175785,9452272,85.0283638,,,,,,
1761175848,9485504,490.2774719,,,,,,
1761175904,9514592,0,,,,,,
1761175919,9522352,228.8848892,,,,,,
1761175987,9557024,385.6987244,,,,,,
1761176033,9580432,360.3613404,,,,,,
1761176075,9601408,497.2536255,,,,,,
1761176107,9618736,171.7832977,,,,,,
1761176133,9632960,0,,,,,,
1761176201,9666752,482.1487976,,,,,,
1761176215,9674960,399.9277221,,,,,,
1761176254,9695232,228.8512848,,,,,,
1761176305,9722720,35.38520508,,,,,,
1761176332,9736304,269.7252319,,,,,,
1761176333,9737024,512.4668335,,,,,,
1761176356,9748976,51.46983833,,,,,,
1761176375,9759440,443.6861572,,,,,,
1761176421,9784192,536.6666381,,,,,,
1761176458,9803440,345.8122009,,,,,,
1761176504,9826576,393.0541259,,,,,,
1761176520,9832912,199.0297623,,,,,,
1761176598,9873264,113.4309677,,,,,,
1761176621,9885472,453.5919525,,,,,,
1761176763,9958304,620.9745117,,,,,,
1761176800,9976528,317.9046479,,,,,,
1761176912,10033808,215.7304092,,,,,,
1761176961,10059104,0,,,,,,
1761177126,10145104,375.0047974,,,,,,
1761177144,10154864,66.85162811,,,,,,
1761177188,10177536,2.508789825,,,,,,
1761177230,10198768,63.02266617,,,,,,
1761177266,10217072,86.20287781,,,,,,
1761177457,10316080,43.03955498,,,,,,
1761177537,10357888,323.8505585,,,,,,
1761177549,10365440,53.86914597,,,,,,
1761177581,10382752,129.2657684,,,,,,
1761177600,10392992,232.9098541,,,,,,
1761177606,10396016,555.8798584,,,,,,
1761177659,10421920,270.494989,,,,,,
1761178011,10605872,69.25685806,,,,,,
1761178015,10608624,532.8880005,,,,,,
1761178077,10640832,424.9331543,,,,,,
1761178119,10661520,0,,,,,,
1761178259,10736688,92.51191404,,,,,,
1761178392,10807968,120.1094193,,,,,,
1761178414,10818784,16.65820026,,,,,,
1761178541,10888928,83.59885712,,,,,,
1761178643,10944208,377.187204,,,,,,
1761178730,10991312,383.3859924,,,,,,
1761178785,11019344,187.61586,,,,,,
1761178811,11033504,414.4952363,,,,,,
1761178846,11050464,384.444223,,,,,,
1761178881,11069904,64.40800782,,,,,,
1761178890,11074480,203.6807144,,,,,,
1761178932,11095120,91.8883026,,,,,,
1761178942,11100912,451.1096192,,,,,,
1761178946,11102880,390.1437104,,,,,,
1761178959,11109216,480.7274414,,,,,,
1761179015,11141008,406.3138,,,,,,
1761179051,11160864,196.6522934,,,,,,
1761179156,11216048,289.3703796,,,,,,
1761179179,11228688,0,,,,,,
1761179251,11266000,25.37772789,,,,,,
1761179330,11305552,106.1710647,,,,,,
1761179425,11355744,65.3376915,,,,,,
1761179502,11395376,380.31427,,,,,,
1761179543,11416480,21.45593834,,,,,,
1761179549,11419728,0,,,,,,
1761179745,11520736,0,,,,,,
1761179781,11539584,138.9163101,,,,,,
1761179843,11573120,88.68824616,,,,,,
1761179885,11596640,394.9320465,,,,,,
1761179994,11656608,0,,,,,,
1761180006,11663568,207.5313949,,,,,,
1761180020,11669424,5.017579651,,,,,,
1761180058,11689312,91.39429548,,,,,,
1761180119,11723088,0,,,,,,
1761180147,11738064,90.22006989,,,,,,
1761180205,11770128,401.7239319,,,,,,
1761180249,11794624,267.8463226,,,,,,
1761180314,11828928,388.8832215,,,,,,
1761180335,11838912,261.3973755,,,,,,
1761180452,11898464,510.5033569,,,,,,
1761180455,11900304,282.0417023,,,,,,
1761180550,11948928,155.7484359,,,,,,
1761180634,11992064,154.2145523,,,,,,
1761180795,12077280,15.71441803,,,,,,
1761180844,12100880,26.85087776,,,,,,
1761180896,12128752,519.0355591,,,,,,
1761180982,12174160,222.2791123,,,,,,
1761180984,12175632,201.6903763,,,,,,
1761181039,12204112,75.26861801,,,,,,
1761181088,12228144,339.0459961,,,,,,
1761181182,12279232,28.697822,,,,,,
1761181233,12305888,244.5203705,,,,,,
1761181259,12318528,72.94538727,,,,,,
1761181338,12357968,429.597702,,,,,,
1761181468,12427584,259.3162079,,,,,,
1761181597,12495344,433.6668457,,,,,,
1761181674,12537216,0,,,,,,
1761181740,12572896,194.3183716,,,,,,
1761181746,12576064,419.3720947,,,,,,
1761181835,12622208,436.0652985,,,,,,
1761181865,12638960,12.47462626,,,,,,
1761181894,12654128,42.99117394,,,,,,
1761181918,12665472,613.7773682,,,,,,
1761182052,12736960,273.4227081,,,,,,
1761182053,12737008,75.53365631,,,,,,
1761182064,12743568,344.2929566,,,,,,
1761182274,12847472,74.06787415,,,,,,
1761182325,12874800,284.0925201,,,,,,
1761182376,12901008,7.944705677,,,,,,
1761182381,12903744,104.2132461,,,,,,
1761182425,12926256,464.6972351,,,,,,
1761182503,12968656,0,,,,,,
1761182531,12983072,407.1264313,,,,,,
1761182534,12984592,178.1734955,,,,,,
1761182695,13067680,546.6251953,,,,,,
1761182721,13080128,170.4884491,,,,,,
1761182752,13097424,145.3424057,,,,,,
1761182802,13124336,141.8912155,,,,,,
1761182919,13187376,165.3725006,,,,,,
1761182930,13193392,181.601326,,,,,,
1761182990,13225056,328.0338226,,,,,,
1761183000,13229744,41.36578789,,,,,,
1761183064,13261968,586.5209473,,,,,,
1761183104,13283520,143.7593307,,,,,,
1761183147,13305408,238.259784,,,,,,
1761183220,13343008,0,,,,,,
1761183302,13384512,61.6858223,,,,,,
1761183383,13428496,59.26148987,,,,,,
1761183385,13429856,727.0114746,,,,,,
1761183401,13436512,139.9025803,,,,,,
1761183408,13441376,0,,,,,,
1761183436,13456208,321.5457916,,,,,,
1761183469,13475040,0,,,,,,
1761183479,13480192,570.8164307,,,,,,
1761183546,13514768,339.2720123,,,,,,
1761183549,13515792,419.7179718,,,,,,
1761183765,13633088,149.6788331,,,,,,
1761183846,13677680,0,,,,,,
1761183884,13697536,98.57170485,,,,,,
1761183932,13724224,135.5796798,,,,,,
1761184057,13789712,161.9436813,,,,,,
1761184099,13810608,499.1588195,,,,,,
1761184154,13838912,4.68230524,,,,,,
1761184181,13854304,59.01452408,,,,,,
1761184185,13856208,245.0298065,,,,,,
1761184236,13880112,631.3995483,,,,,,
1761184275,13900208,429.4894867,,,,,,
1761184322,13924576,91.46339262,,,,,,
1761184363,13945216,505.3547791,,,,,,
1761184405,13966304,240.8462128,,,,,,
1761184431,13981168,466.3122253,,,,,,
1761184451,13990384,283.218393,,,,,,
1761184496,14013184,229.3474274,,,,,,
1761184542,14037424,110.8203964,,,,,,
1761184596,14065392,148.8813629,,,,,,
1761184672,14104112,244.2758423,,,,,,
1761184736,14138192,98.6973129,,,,,,
1761184864,14204544,0,,,,,,
1761184878,14212688,52.24593315,,,,,,
1761185089,14319904,368.6577759,,,,,,
1761185094,14323184,128.2404007,,,,,,
1761185101,14327072,91.0797363,,,,,,
1761185120,14337408,459.2802613,,,,,,
1761185338,14455184,27.65804501,,,,,,
1761185476,14528128,81.00406494,,,,,,
1761185537,14559872,30.706073,,,,,,
1761185585,14583888,210.34086,,,,,,
1761185676,14634608,8.717910576,,,,,,
1761185694,14644240,458.017218,,,,,,
1761185726,14659648,10.58020821,,,,,,
1761186009,14805952,36.11973381,,,,,,
1761186093,14853728,338.7508759,,,,,,
1761186126,14871152,7.322417736,,,,,,
1761186269,14950288,69.15886688,,,,,,
1761186274,14953232,139.0551773,,,,,,
1761186375,15007760,391.8863892,,,,,,
1761186380,15010912,33.88954697,,,,,,
1761186393,15018592,84.99507522,,,,,,
1761186420,15034512,163.8335769,,,,,,
1761186525,15089792,190.6171326,,,,,,
1761186627,15141904,3.125970626,,,,,,
1761186651,15155472,120.6488617,,,,,,
1761186662,15162208,513.7242188,,,,,,
1761186700,15181184,248.1740113,,,,,,
1761186719,15191424,580.0554383,,,,,,
1761186828,15247568,493.8607178,,,,,,
1761186884,15275728,498.4407532,,,,,,
1761186902,15285872,410.0553863,,,,,,
1761186963,15316592,318.9396149,,,,,,
1761186982,15327312,298.8934662,,,,,,
1761187030,15352672,325.1231323,,,,,,
1761187031,15352832,255.3050445,,,,,,
1761187101,15389712,439.8513794,,,,,,
1761187158,15418336,497.344757,,,,,,
1761187171,15425248,94.4608887,,,,,,
1761187237,15458976,209.5123261,,,,,,
1761187238,15459040,327.8611725,,,,,,
1761187314,15498848,224.7285553,,,,,,
1761187438,15563280,0,,,,,,
1761187462,15575184,6.541234446,,,,,,
1761187493,15590672,428.3036499,,,,,,
1761187531,15609776,165.7231018,,,,,,
1761187537,15613104,290.8045898,,,,,,
1761187538,15613408,720.577771,,,,,,
1761187566,15629104,407.5339691,,,,,,
1761187703,15701152,157.7865509,,,,,,
1761187740,15719568,215.2952408,,,,,,
1761187803,15754672,389.0734223,,,,,,
1761187957,15837312,300.7887451,,,,,,
1761187994,15857424,225.08936,,,,,,
1761188004,15861616,490.5137878,,,,,,
1761188058,15891600,600.1274048,,,,,,
1761188107,15917632,4.520613098,,,,,,
1761188191,15959568,306.1580383,,,,,,
1761188240,15986432,154.5788864,,,,,,
1761188258,15994720,236.243573,,,,,,
1761188345,16040592,201.0302353,,,,,,
1761188363,16050544,396.8548736,,,,,,
1761188414,16076576,69.67833481,,,,,,
1761188444,16091984,78.44439469,,,,,,
1761188631,16188352,3.38032558,,,,,,
1761188701,16223728,313.1741822,,,,,,
1761188739,16244592,0,,,,,,
1761188791,16271632,400.9578552,,,,,,
1761188924,16340784,418.6820435,,,,,,
1761188948,16352208,396.3298645,,,,,,
1761188975,16367808,151.3832932,,,,,,
1761189010,16386720,586.041449,,,,,,
1761189240,16509584,322.4919617,,,,,,
1761189358,16571808,87.1131569,,,,,,
1761189420,16604336,126.1234314,,,,,,
1761189470,16630960,440.6660157,,,,,,
1761189553,16676240,187.0853165,,,,,,
1761189616,16707792,226.6850967,,,,,,
1761189641,16720176,454.8022339,,,,,,
1761189677,16740624,70.38838806,,,,,,
1761189714,16759680,276.2733307,,,,,,
1761189714,16760128,188.4844528,,,,,,
1761189716,16761280,410.2824463,,,,,,
1761189832,16819648,67.07189713,,,,,,
1761189866,16838064,4.025773001,,,,,,
1761189972,16892112,301.3965363,,,,,,
1761190029,16922848,83.07476807,,,,,,
1761190057,16938320,451.2658722,,,,,,
1761190115,16969120,45.7702549,,,,,,
1761190121,16972400,6.397335434,,,,,,
1761190166,16996928,61.14678497,,,,,,
1761190250,17039424,274.6256287,,,,,,
1761190296,17063760,317.5892303,,,,,,
1761190344,17089920,117.3002975,,,,,,
1761190388,17110688,387.2783936,,,,,,
1761190418,17126432,446.2148529,,,,,,
1761190449,17141664,2.090829992,,,,,,
1761190488,17164144,423.5821381,,,,,,
1761190725,17287696,228.3454056,,,,,,
1761190745,17298768,235.6737671,,,,,,
1761190758,17304384,90.58609314,,,,,,
1761190793,17322752,380.4919739,,,,,,
1761190898,17379488,50.67509079,,,,,,
1761190941,17400832,166.8892868,,,,,,
1761191110,17489344,197.6341828,,,,,,
1761191160,17515280,130.6986878,,,,,,
1761191186,17529312,127.9467086,,,,,,
1761191276,17574640,244.3908692,,,,,,
1761191308,17591104,356.4336456,,,,,,
1761191361,17618400,547.5072876,,,,,,
1761191468,17676224,106.2993301,,,,,,
1761191469,17676512,145.7627014,,,,,,
1761191497,17691696,361.7664642,,,,,,
1761191513,17698592,378.7222687,,,,,,
1761191515,17699728,31.2309311,,,,,,
1761191528,17706800,79.51688004,,,,,,
1761191588,17738352,206.5583084,,,,,,
1761191895,17897600,213.6203888,,,,,,
1761191903,17902048,393.4493866,,,,,,
1761191943,17923184,407.6359772,,,,,,
1761191989,17946528,67.16112671,,,,,,
1761192022,17962864,638.6297058,,,,,,
1761192033,17968992,374.2735199,,,,,,
1761192055,17980624,28.03900966,,,,,,
1761192095,18001248,441.4214905,,,,,,
1761192206,18055824,202.9662598,,,,,,
1761192208,18057680,364.0257752,,,,,,
1761192266,18087264,660.9195374,,,,,,
1761192344,18127536,436.3267456,,,,,,
1761192354,18133232,407.9423035,,,,,,
1761192432,18173696,0,,,,,,
1761192612,18268400,161.9252792,,,,,,
1761192623,18274816,390.9039093,,,,,,
1761192629,18277968,2.165335751,,,,,,
1761192748,18341200,18.11290856,,,,,,
1761192772,18353376,541.846582,,,,,,
1761192844,18391520,12.90916643,,,,,,
1761193073,18509072,422.3789978,,,,,,
1761193095,18519488,480.9307983,,,,,,
1761193169,18558048,479.066748,,,,,,
1761193302,18628592,184.721608,,,,,,
1761193398,18680240,502.3866578,,,,,,
1761193428,18696176,193.0895645,,,,,,
1761193444,18704864,423.5385498,,,,,,
1761193487,18727440,215.2842407,,,,,,
1761193530,18749792,493.134961,,,,,,
1761193543,18756896,354.0229706,,,,,,
1761193588,18780000,366.7805695,,,,,,
1761193614,18794000,46.58196946,,,,,,
1761193651,18813648,151.1264877,,,,,,
1761193695,18837312,7.639828205,,,,,,
1761193729,18855680,472.8619995,,,,,,
1761193874,18932064,0,,,,,,
1761194002,19000832,71.81151581,,,,,,
1761194079,19039264,452.3626922,,,,,,
1761194186,19097536,0,,,,,,
1761194273,19146832,0,,,,,,
1761194506,19273312,33.35582771,,,,,,
1761194522,19281728,387.7394623,,,,,,
1761194535,19288416,84.11702729,,,,,,
1761194562,19300672,53.21913986,,,,,,
1761194573,19307840,91.0797363,,,,,,
1761194581,19311744,133.3966003,,,,,,
1761194743,19397648,231.3218354,,,,,,
1761194869,19462688,58.26573716,,,,,,
1761195031,19544144,99.31427082,,,,,,
1761195072,19563680,478.9722657,,,,,,
1761195122,19589680,0,,,,,,
1761195157,19608016,355.5689392,,,,,,
1761195238,19652352,510.1343262,,,,,,
1761195260,19660832,172.6306183,,,,,,
1761195310,19688032,407.3660431,,,,,,
1761195348,19706464,301.0399475,,,,,,
1761195470,19770784,25.32510681,,,,,,
1761195475,19774048,0,,,,,,
1761195502,19787216,198.1150543,,,,,,
1761195550,19810688,440.9311432,,,,,,
1761195587,19828384,506.533667,,,,,,
1761195631,19851488,23.41190986,,,,,,
1761195778,19924832,0,,,,,,
1761195796,19934560,455.8448364,,,,,,
1761195855,19966192,52.00174828,,,,,,
1761196053,20065568,393.4348846,,,,,,
1761196239,20160368,11.22453661,,,,,,
1761196267,20176000,181.8320664,,,,,,
1761196289,20185552,253.2116272,,,,,,
1761196344,20215392,436.8309357,,,,,,
1761196369,20227120,278.0918152,,,,,,
1761196400,20242992,0,,,,,,
1761196404,20244976,518.2655823,,,,,,
1761196464,20275408,215.9105988,,,,,,
1761196523,20307440,198.140419,,,,,,
1761196531,20311712,448.772525,,,,,,
1761196556,20323232,495.4598328,,,,,,
1761196642,20369984,278.7582459,,,,,,
1761196677,20388048,324.834906,,,,,,
1761196726,20412880,276.9567627,,,,,,
1761196950,20523552,330.0311371,,,,,,
1761197056,20579104,0,,,,,,
1761197089,20596928,420.1992828,,,,,,
1761197094,20599264,89.11111679,,,,,,
1761197153,20628960,528.9998291,,,,,,
1761197211,20659328,110.3583732,,,,,,
1761197217,20662992,296.8231201,,,,,,
1761197285,20698736,91.16131671,,,,,,
1761197357,20738336,119.5732865,,,,,,
1761197417,20768352,80.03457642,,,,,,
1761197439,20777664,183.5970337,,,,,,
1761197444,20780912,173.0611862,,,,,,
1761197456,20787056,555.8039978,,,,,,
1761197483,20800960,520.2893738,,,,,,
1761197499,20808800,17.58561116,,,,,,
1761197520,20821408,414.4591736,,,,,,
1761197607,20867520,353.2856781,,,,,,
1761197730,20929968,169.5490631,,,,,,
1761197759,20943568,19.3363306,,,,,,
1761197850,20991808,0,,,,,,
1761197903,21017760,25.11575718,,,,,,
1761197965,21050496,388.1090698,,,,,,
1761198076,21109616,528.1005982,,,,,,
1761198100,21122416,254.7724823,,,,,,
1761198103,21124080,395.2683655,,,,,,
1761198140,21143536,0,,,,,,
1761198143,21145280,99.6231033,,,,,,
1761198174,21161712,286.9613526,,,,,,
1761198265,21208032,39.52683792,,,,,,
1761198310,21231584,99.44465787,,,,,,
1761198333,21242176,246.3700012,,,,,,
1761198362,21257904,321.8390717,,,,,,
1761198370,21262416,606.5473755,,,,,,
1761198420,21289952,167.7718734,,,,,,
1761198478,21320304,459.9712463,,,,,,
1761198513,21337232,498.6418579,,,,,,
1761198525,21344304,65.63988419,,,,,,
